pres_nm,facil_sn,brno,voucher,FCLTY_NM,FCLTY_TY_NM,CTPRVN_NM,CTPRVN_CD,FULL_ADDR,RSPNSBLTY_TEL_NO
박미선,1,7422900920,True,365건강드림운동센터,요가,경남,48,경상남도 진주시 진성면 동부로 13162층,
이철우,1,7380300940,True,3포인트짐,필라테스,경기,41,경기도 남양주시 호평로45번길 38종성빌딩 2층 3포인트짐(호평동),
최영열,1,8731900716,True,4번타자,야구,대구,27,대구광역시 달서구 문화회관5길 124번타자 베이스볼(장기동),
김지영,1,6829000690,True,5310복싱클럽,복싱,충남,44,충청남도 태안군 태안읍 동문1길 70지하1층 복싱클럽,
문남정,1,5690402131,True,55점핑&다이어트찜질,기타종목,전남,46,전라남도 여수시 무선로 122층 55점핑(학동),
김태현,1,3919000760,True,573스위밍풀,수영,광주,29,광주광역시 서구 금호만호길 45-331층(금호동),
김광우,1,4939301687,True,573스위밍풀 효천점,수영,광주,29,광주광역시 남구 효천길 31층 573스위밍풀 효천점(임암동),
오다연,1,3740901669,True,59스포츠,농구,서울,11,서울특별시 서대문구 통일로 448B2(홍제동),
이은자,1,6790601675,True,679  06  01675,요가,경기,41,경기도 이천시 장호원읍 샘재로 155경기도 이천시 샘재로 155번지 동춘빌딩 4층 빠딴잘리요가원,
배선호,14766,1312034971,True,707특공무술,기타종목,인천,28,인천 연수구 선학동357중앙빌딩5층,
이창현,1,8433200451,True,808피트니스,헬스,부산,26,"부산광역시 서구 충무대로 243층 808피트니스(암남동, 송도혜성주상복합빌딩)",
최낙천,1,5069606994,True,88복싱클럽 ,복싱,경기,41,경기도 평택시 포승읍 여술로43번길 18(포승삼부르네상스2단지) 2층,
고영숙,1,4453500729,True,소마요가원,요가,제주,50,제주특별자치도 제주시 구좌읍 일주동로 37152층 소마요가원,0647823198
유정민,1,4113011704,True,99스피닝,기타종목,인천,28,인천광역시 서구 가정로 3764층 99스피닝(가정동),
김형필,1,6765400305,True,99실내풋살장,축구,전남,46,전라남도 순천시 덕암길 10699풋살장(연향동),
홍정훈,22991,7059800102,True,ABC태권스쿨,태권도,전남,46,"전라남도 순천시 연향2로 55상가3층 303-2호(연향동, 대우아파트)",
이윤석,3491,5149133987,True,ALL바른 태권도,태권도,대구,27,대구 달서구 송현1동 1941번지,
방종운,1,6899501133,True,ALL바른태권도장,태권도,경남,48,"경상남도 창원시 진해구 웅천동로106번길 7402, 403호 (남문동)",
김영준,1,3833700968,True,AJ스파휘트니스,헬스,경남,48,경상남도 진주시 동진로 22아주스타타워 7층(칠암동),0557617112
박희철,1,8253000046,True,AT주짓수,기타종목,전남,46,전라남도 여수시 무선로 6205호 (학동),
박지원,1,5189901561,True,AWESOME 스포츠 아카데미 ,농구,경기,41,"경기도 성남시 분당구 백현로 97801호(수내동, 수내동 다운타운)",
안종호,2,3584800541,True,A미코스텔라 인라인클럽(인라인강습),롤러인라인,울산,31,울산광역시 남구 신복로72번길 28-236층,
김태호,20581,6209098406,True,B.K복싱,복싱,울산,31,울산광역시 동구 동해안로 434층(동부동),
김미선,1,1552300992,True,B.T.S유소년스포츠클럽,기타종목,경남,48,경상남도 거제시 거제중앙로 17392층(상동동),
이광은,18646,6109198314,True,BA복싱클럽,복싱,울산,31,울산 남구 왕생로(달동),
박윤기,1,6369101790,True,(JNS)유도체육관,유도,경기,41,경기도 평택시 비전2로 200603호(비전동),
백승신,1,7895300211,True,BBC농구교실,농구,경기,41,경기도 화성시 반정로153번길 3-1BBC 농구교실(반정동),
김찬수,1,4314200392,True,BD Fitness(비디 피트니스),헬스,부산,26,부산광역시 남구 못골번영로50번길 20호박유통 4층(대연동),
조환영,1,8979000268,True,BEAT복싱 역곡,복싱,경기,41,경기도 부천시 경인로536번길 49덕문빌딩 2층 BEAT복싱 체육관(괴안동),
안광수,1,5068212596,True,A클래스풋살클럽,축구,전북,52,전라북도 전주시 덕진구 지행당길 114A클래스풋살클럽(호성동1가),
김명현,1,1329278488,True,3R복싱,복싱,경기,41,경기도 남양주시 별내중앙로 34로뎀타워 302호(별내동),0315749879
김영태,1,1850500664,True,4m필라테스,필라테스,경기,41,경기도 남양주시 진접읍 해밀예당1로 50-74라온빌딩3층 301호 포엠필라테스,0315755411
박경민,1,7399300298,True,5관금강태권도,태권도,울산,31,울산광역시 북구 중산서로 183층 5관금강태권도(중산동),0522937250
문주만,15007,1329079687,True,태신태권도장 주짓수 24짐,태권도,경기,41,경기도 구리시 경춘로276번길 33-6(수택동) 지층 101호,
문봉교,18214,5109032112,True,BK복싱클럽,복싱,경북,47,경상북도 김천시 평화3길 34BK복싱클럽 (평화동),
장권복,1,3387000325,True,BK비스트GYM,복싱,경남,48,경상남도 김해시 진영읍 장등로 9대흥빌딩 501호,
김민규,1,6029405061,True,BK합기도 7관,합기도,경남,48,경상남도 김해시 분성로727번길 22층 합기도(지내동),
김지호,1,1293706960,True,BM (비엠),헬스,경기,41,경기도 성남시 분당구 분당로263번길 35굿모닝 프라자 401호 (BM)(서현동),
정명언,1,7739200291,True,BMP복싱,복싱,경기,41,경기도 김포시 통진읍 조강로36번길 63층 BMP복싱,
김민숙,1,2014800565,True,BNGFC 축구클럽,축구,부산,26,부산광역시 수영구 수영로 4072층 (BNG 축구클럽)(남천동),
이권복,1,4999601196,True,BOK태권도,태권도,세종,36,세종특별자치시 보듬8로 39지하1층(도담동),
허지원,1,2229201531,True,  국민재활발달센터,기타종목,대구,27,대구광역시 수성구 범안로 543층(범물동),
전성배,1,1239532330,True, (구)SB복싱멀티짐,복싱,경기,41,경기도 고양시 일산서구 가좌로 102층 SB복싱멀티짐(가좌동),
최재식,18888,3039064210,True, 강성 체육관 킥복싱 무에타이,복싱,충북,43,충청북도 충주시 계명대로 228(연수동) 3층,
홍성임,1,5188200185,True, 동구국민체육센터,수영,울산,31,울산광역시 동구 봉수로 153(화정동),
한경욱,1,6031379475,True, 익산엑스짐,기타종목,전북,45,전라북도 익산시 고봉로 3085층 익산엑스짐(영등동),
이춘남,1,7683501112,True, 캡스톤주짓수,기타종목,전남,46,전라남도 장흥군 장흥읍 중앙로 72층,
박성우,1,8929400897,True,(#)복싱짐,복싱,경남,48,경상남도 진주시 진양호로 912층 201호(평거동),
최희리,1,6121130278,True,(CHK)씨에이치케이휘트니스,요가,경남,48,경상남도 거제시 중곡로 13(고현동),
유동훈,1,1959900597,True,(Dream ofJudo) 유성유도관,유도,대전,30,대전광역시 유성구 계룡로 150승호빌딩 501호(봉명동),
홍소라,1,5569500737,True,(Dreamofjudo)영동유도관,유도,충북,43,충청북도 영동군 영동읍 계산로 35-12층 영동유도관,
최동훈,9175,1349039186,True,(HTS)경희대 석사 태권도장,태권도,경기,41,"경기도 안산시 단원구 광덕4로 108(고잔동, 고잔프라자 5층)",
박종서,7917,5149121818,True,(I.CAN) 아이캔태권도장,태권도,대구,27,대구광역시 달서구 조암남로 172-123층(유천동),
염세진,1,8819300696,True,(JNS)유도멀티짐,유도,경기,41,경기도 용인시 기흥구 강남로 9태평양프라자 201호 Jns유도멀티짐(구갈동),
김동현,1,6230301216,True,(JY.Grit5)제이와이.그릿파이브,기타종목,부산,26,부산광역시 강서구 과학산단로334번길 7유진프라자 3층 302호 체육관(지사동),
Ryu Jayden Jungki,1,2539000809,True,(KHU) 경희대 태권도장,태권도,경기,41,"경기도 고양시 덕양구 중앙로 440센타프라자 1083-2, 4층 402호(행신동)",
김민영,1,7681801610,True,(KSA)한국체대입시학원,기타종목,서울,11,서울특별시 송파구 백제고분로 63지층층 101호 KSA한국체대입시학원(잠실동),
나정현,1,2159517676,True,(ktigers)남동탄점(화성관),태권도,경기,41,경기도 화성시 동탄장지천3길 3-61층k타이거즈(장지동),
이삼심,25827,6403600092,True,(가)천안W축구교실,축구,충남,44,충청남도 천안시 동남구 가마골1길 12천안풋살장(신부동),
전경섭,16592,3129173608,True,(권곡동)사계절푸른솔태권도,태권도,충남,44,충남 아산시 권곡동 한성 하우시스 4층 ,
정인기,1,8568100722,True,(비대면)KEEPFIT,기타종목,서울,11,서울특별시 강남구 선릉로 428WEWORK 선릉3호점 14층(대치동),
최미순,22175,8118200027,True,(사) 세한스포츠클럽,헬스,전남,46,전라남도 영암군 삼호읍 녹색로 1113세한대학교 학생복지회관 3층 세한스포츠클럽,
김명남,1,8868200259,True,사강진스포츠클럽,수영,전남,46,전라남도 강진군 군동면 종합운동장길 60종합운동장,0614337333
최종국,1,1228211744,True,(사)계양스포츠클럽,배드민턴,인천,28,인천광역시 계양구 박촌로 4박촌체육문화센터(방축동),0325487330
박성순,1,6030188796,True,BK승마랜드,승마,경남,48,경상남도 김해시 대동면 대동로 949-64bk승마랜드,0553239688
김태혁,17504,2179132772,True,건국대창헌태권도,태권도,서울,11,서울 노원구 상계동건영아파트상가 2층 204호,029375435
김건태,1,1059463105,True,(JTA)가온누리태권도,태권도,전북,52,전라북도 순창군 순창읍 장류로 3802층 가온누리 태권도,
윤오남,26725,5018243342,True,(사)광주거점스포츠클럽,태권도,광주,29,"광주광역시 서구 금화로 240203호(풍암동, 월드컵경기장)(풍암동)",
송태종,1,4038215256,True,(사)광주광역시 서구 스포츠클럽,기타종목,광주,29,광주광역시 서구 상무누리로 123전천후게이트볼장 2층(치평동) 서구스포츠클럽,
안민주,1,3548200164,True,(사)나주스포츠클럽,요가,전남,46,전라남도 나주시 동신대길 113건재로 185 동신대학교 체육관 329호(대호동),
김원식,1,3638200154,True,(사)부산광역시거점스포츠클럽,테니스,부산,26,부산광역시 동래구 종합운동장로 35-6부산종합실내테니스장 관리동2층 거점스포츠클럽(사직동),
이수웅,1,2018270575,True,(사)부산중구스포츠클럽,헬스,부산,26,부산광역시 중구 영주로 89(사)부산중구스포츠클럽_구)중구웰빙체육관(영주동),
장용훈,1,3488200193,True,(사)사하스포츠클럽,헬스,부산,26,부산광역시 사하구 감천로 68사하구국민체육센터 1층 사무국(감천동),
김영준,1,2268216022,True,(사)아산하키한우리스포츠클럽,기타종목,충남,44,충청남도 아산시 청운로 1571층 아산한우리스포츠클럽(권곡동),
최현주,1,7968200131,True,(사)에프씨슈퍼평택,축구,경기,41,경기도 평택시 안중읍 덕우2길 92-28(사)에프씨슈퍼평택,
손순종,27396,1358216935,True,(사)오산스포츠클럽,야구,경기,41,경기도 오산시 경기동로 15종합운동장 내 38호(오산동),
박영철,1,6408200162,True,(사)의성진스포츠클럽(탁구),탁구,경북,47,경상북도 의성군 의성읍 충효로 1041층 의성진스포츠클럽,
심우천,26257,5118207265,True,(재)광주광역시동구문화관광재단(동구문화센타),수영,광주,29,광주광역시 동구 남문로 646동구문화센타(소태동),0622258700
박종희,1,1818200474,True,(사)함평나비유소년야구스포츠클럽,야구,전남,46,전라남도 함평군 대동면 함장로 13772층,
김창선,15538,6159090469,True,(신)고려태권도,태권도,경남,48,경상남도 김해시 월산로 111-435층(부곡동),
최회권,1,4678200193,True,(사)동강공공스포츠클럽,배드민턴,광주,29,광주광역시 북구 동문대로 50동강대학교 이공관 110호(두암동),0625202444
김정훈,1,5849400583,True,(오천)경희대인성태권도,태권도,전남,46,전라남도 순천시 순천만정원로 864층 403호(풍덕동),
윤재민,1,5039176496,True,(윤) 동양태권도 체육관,태권도,대구,27,"대구광역시 달서구 용산로 259용산파크타운 1단지상가 2층 동양태권도(용산동, 용산파크타운)",
박지훈,1,8769201420,True,(인라인강습)본트인라인클럽,롤러인라인,부산,26,"부산광역시 사상구 사상로 784층, 본트인라인클럽(감전동)",
배영호,27562,6188203992,True,(재)부산광역시사회체육센타,수영,부산,26,부산광역시 해운대구 APEC로 68(재)부산광역시사회체육센터(우동),
김인복,16956,1018203081,True,(재)서울기독교청년회유지재단,기타종목,서울,11,서울특별시 종로구 종로 69사회체육부(종로2가),
조기흥,16954,1018203081,True,(재)서울기독교청년회유지재단(서울YMCA),기타종목,서울,11,서울 종로구 종로2가 Y.M.C.A9번지 3층 사회체육부,
안덕호,1636,1349195318,True,(제이에스)JS태권도장,태권도,경기,41,"경기도 안산시 상록구 광덕산안길 12(월피동,사랑빌딩2층)",
송영훈,18070,6128506143,True,(주) 대기공업 거제도해수보양온천,수영,경남,48,경상남도 거제시 수양로 507(양정동),
김홍식 ,1,7208200231,True,(사)울산동구공공스포츠클럽 ,탁구,울산,31,울산광역시 동구 대송로 1403층 (사)울산동구공공스포츠클럽(화정동),0522339222
권복만,1,4038281509,True,사대구남구스포츠클럽,탁구,대구,27,대구광역시 남구 앞산순환로 686남구국민체육센터 내(봉덕동),0534767330
박승용,1,3648200365,True,(사)양구유도스포츠클럽,유도,강원,51,강원도 양구군 양구읍 박수근로 366-33(사)양구유도스포츠클럽,0334828590
방희철,1,3748200076,True,(사)전북풋볼아카데미,축구,전북,52,전라북도 완주군 이서면 출판로 46-12진영빌딩201호,0632211144
유재우,21125,6068212858,True,(사)신나는사상스포츠클럽,수영,부산,26,부산광역시 사상구 가야대로196번길 51(사)신나는사상스포츠클럽(학장동),0513197304
이희용,1,5528200303,True,(사)용인스포츠클럽,배드민턴,경기,41,경기도 용인시 수지구 신봉1로 1811층(신봉동),0318936584
변종준,1,5158211005,True,사부산진구스포츠클럽,수영,부산,26,부산광역시 부산진구 진남로328번길 35부산진구 국민체육센터(전포동),0517107628
임상호,1,7118501483,True,(주) 아일랜드웰니스컴퍼니(죽림점),헬스,경남,48,"경상남도 통영시 광도면 죽림3로 43강남빌딩 5,6층",
권희선,1,1518602426,True,(주) 온타비 오렌지핑퐁,탁구,경기,41,경기도 고양시 일산동구 강석로 1536층 오렌지핑퐁(마두동),
이동진,1,2628500721,True,(주) 터닝포인트짐 소하점,헬스,경기,41,경기도 광명시 소하로 88청학프라자 3층(소하동),
이동진,1,2468500447,True,(주) 터닝포인트짐 청라점,헬스,인천,28,인천광역시 서구 중봉대로 59410층 터닝포인트짐(청라동),
추생진 이헌민,1,8548800889,True,(주) 한길 스포츠 컨설팅,수영,경기,41,경기도 광주시 수하길11번길 43아이조아 수영장(송정동),
초효염,1,2358502125,True,(주)WE휘트니스 첨단점,헬스,광주,29,"광주광역시 광산구 임방울대로826번길 29-31(주)WE휘트니스 첨단점, 6층(쌍암동)",
이창동,1,2868100317,True,(주)경상북도올림푸스짐,태권도,경북,47,경상북도 청도군 이서면 학산2길 68행복빌1층,
최문수,1,2178150413,True,(주)굿바디트레이닝,농구,광주,29,광주광역시 북구 초당로7번길 5굿키즈농구교실(매곡동),
김태중,19211,2178142096,True,(주)다락팩토리,축구,서울,11,서울특별시 노원구 중계로12가길 29수암빌딩앞 레드타이거스포츠 풋살장 (중계동),
조정아,1,2038800927,True,(주)더하트점프,축구,경남,48,"경상남도 김해시 능동로 117401동1301호 외 계약 운동장(부곡동, 석봉마을4단지부영아파트)",
성열주,1,4718101817,True,(주)도담,기타종목,충남,44,충청남도 천안시 서북구 검은들3길 46803-1(불당동),
차도열,2479,5028605728,True,(주)동아스포츠센터,수영,대구,27,대구광역시 수성구 지범로 598층(지산동),
정희준,3,7778801897,True,(주)디에스그룹 대구달서복싱체육관 대곡점 ,복싱,대구,27,대구광역시 달성군 화원읍 비슬로 2707-14층 달서복싱,
정희준,1,7778801897,True,(주)디에스그룹-달서복싱.이곡헬스,복싱,대구,27,대구광역시 달서구 달구벌대로 13284층(이곡동),
오승진,1,2998500155,True,(주)로열키즈 로키스포츠클럽,검도,대전,30,대전광역시 서구 둔산중로 38B101호(둔산동),
김재호,1,6668601079,True,(주)롯데몰은평 스포츠포키즈,농구,서울,11,서울특별시 은평구 통일로 10509층 롯데몰 스포테인먼트 (진관동)(진관동),
이태희,1,4738602438,True,(주)루트컴퍼니 <펀펀짐 유소년스포츠센터 연제점>,롤러인라인,부산,26,부산광역시 연제구 월드컵대로 544층 펀펀짐 유소년스포츠센터(연산동),
정운순,1,4078132605,True,(주) 슈퍼키즈스윔,수영,강원,51,강원도 원주시 백간길 25SG프라자 지하1층 슈퍼키즈스윔(단계동),0337357970
박인선,1,5948800600,True,(주)맥슨,수영,경기,41,경기도 광명시 하안로288번길 15지하4층(조일프라자빌딩)(하안동),
박동규,1,1288635155,True,(주)메이저스포츠산업,빙상,인천,28,인천광역시 연수구 경원대로 526선학국제빙상경기장(선학동),
안보영,27668,7074000261,True,IR PILATES (아이알필라테스춘천),필라테스,강원,51,강원도 춘천시 퇴계로 166덕산빌딩 204호 아이알필라테스(퇴계동),0332638624
한수진,1,4868701863,True,(주)부바커 자전거 강습,기타종목,부산,26,부산광역시 해운대구 반여로 1202층 (반여동),
박재훈,1,7418600236,True,(주)부천주니어 축구클럽,축구,경기,41,경기도 부천시 평천로 797-7175-1부천주니어 축구클럽(도당동),
김세화,27443,3128124355,True,(주)비알뇌교육 마산지점,기타종목,경남,48,경상남도 창원시 마산합포구 월영남로 23층 비알뇌교육(해운동),
김세화,27432,3128124355,True,(주)BR뇌교육 둔산지점,기타종목,대전,30,"대전광역시 서구 둔산남로9번길 395층, BR뇌교육 둔산지점(둔산동)",0424841785
정정환,1,8858800919,True,(주) 피트니언스,헬스,대구,27,"대구광역시 수성구 달구벌대로 25753층, 4층(만촌동)",0537459988
김계남,1,5208702385,True,(주)공감어울림,태권도,경기,41,경기도 하남시 신장로 198201호(덕풍동),0317944797
김세화,27423,3128124355,True,(주)비알뇌교육 사직지점,기타종목,부산,26,부산광역시 연제구 미남로 7석하빌딩 4층 뇌교육(거제동),0515057752
정우수,1,8814100663,True,로드FC 거창점,복싱,경남,48,경상남도 거창군 거창읍 거열로1길 252층 로드FC,0559430815
전병건,1,1413400102,True,건짐,헬스,경남,48,경상남도 진주시 도동로 2503층(하대동),
김미영,1,6649600689,True,경북대우성태권도장,태권도,경북,47,경상북도 안동시 제비원로 1711층(금곡동),
정호철,1,3558700518,True,(주)강서에프씨,축구(풋살),부산,26,부산광역시 강서구 명지오션시티9로 60창성빌딩 109호(명지동),0512078871
홍원재,1,5248102667,True,(주)세종스테이블,승마,세종,36,세종특별자치시 장군면 평기큰골길 46-65(주)세종스테이블,
양정은,1,3408102211,True,(주)슈퍼스타 스위밍 영종,수영,인천,28,인천광역시 중구 하늘별빛로65번길 8-21401호(중산동),
박성원,23471,2078600153,True,(주)슈퍼키즈,수영,충북,43,충청북도 청주시 상당구 원봉로 25용암동소라@상가지하층(용암동),
김상묵,1,1408171078,True,(주)시흥비젼센터,기타종목,경기,41,경기도 시흥시 마유로 416B1(주)시흥비젼센터(정왕동),
김길용,1,1148607664,True,(주)신사스포츠센터,수영,서울,11,서울특별시 서초구 나루터로 43신사스포츠센터 1층(잠원동),
신영미,1,5048618587,True,(주)씨에이이,기타종목,대구,27,대구광역시 북구 칠곡중앙대로 419동아아울렛 별관6층 강북동아문화센터(관음동),
신현석,1,2518101514,True,(주)아슈먼컴퍼니,축구,서울,11,"서울특별시 양천구 신월로10길 16상가 지하1층 아쏘축구센터(신월동, 삼성아파트)",
윤태현,1,1238547983,True,(주)아이공간 군포산본점,기타종목,경기,41,경기도 군포시 번영로 5154층 아이공간(산본동),
백성욱,1,1358550986,True,(주)아이풀 망포지점,수영,경기,41,경기도 수원시 영통구 영통로 136지하1층 아이풀수영장(망포동),
배정임,1,5138191762,True,(주)아쿠아비앤케이,수영,충북,43,충청북도 청주시 서원구 원흥로 11-11아쿠아비앤케이(산남동),
김태민,1,8548502076,True,(주)아티스 필라테스,필라테스,경기,41,경기도 고양시 덕양구 지축로 62지축아인시티 706호 아티스필라테스(지축동),
최장용,1,4938701537,True,(주)애플스포츠,롤러인라인,충북,43,충청북도 충주시 사직산7길 10(문화동),
김근호,2,2088801595,True,(주)어뮤즈,롤러인라인,충남,44,충청남도 천안시 서북구 불당25로 146605호(불당동),
김세화,27433,3128124355,True,(주)비알뇌교육 전주지점,기타종목,전북,52,전라북도 전주시 완산구 서신로 483층(서신동),0632527703
김수빈,1,4298802702,True,(주)에이플러스짐휘트니스,헬스,경기,41,경기도 고양시 일산동구 일산로 229지하1층(마두동),
서유찬,1,3058631815,True,(주)에프스포렉스,수영,대전,30,"대전광역시 동구 우암로 128지하1층,2층(삼성동)",
황정우,21506,6218610667,True,(주)엠크릿,헬스,경남,48,경상남도 양산시 양산역로 756층 (주)엠크립(중부동),
장영희,1,5138190690,True,(주)예천문화사업단,기타종목,경북,47,경상북도 예천군 예천읍 양궁장길 38양궁쉼터,
김윤수,1,1479300790,True,강유유도관,유도,인천,28,인천광역시 미추홀구 매소홀로 466지하1층 강유유도관(학익동),0327668901
진언용,1,3048127502,True,(주)용인대월드태권도1관,태권도,충북,43,충청북도 제천시 용두대로11길 22-4늘해찬 B/D  2. 3F (주)용인대월드태권도(하소동),
정종애,1,7318101873,True,(주)운정몬스터,볼링,경기,41,경기도 파주시 하늘채길 1가동 (주)운정몬스터(하지석동),
정택승,1,4071094407,True,뉴웨이브 주짓수 양재,기타종목,서울,11,서울특별시 서초구 동산로 142층 201호 뉴웨이브 주짓수(양재동),0269590715
김해진,1,4928101376,True,(주)월드승마학교,승마,경기,41,경기도 시흥시 달월길 37(주)월드승마학교(월곶동),
부영태,1,8308801903,True,(주)위너비에이치,축구,충남,44,충청남도 천안시 동남구 천안천변길 79-15(신방동),
김세화,27446,3128124355,True,(주)비알뇌교육 화명지점,기타종목,부산,26,부산광역시 북구 용당로15번길 11주)비알뇌교육 화명지점 2층(화명동),0513357270
이홍석,1,5689701562,True,건강나무열매(줄기관)태권도장,태권도,대구,27,대구광역시 북구 도남중앙로7길 20-3위너4 5층 건강나무열매태권도(국우동),
주문철,1,2158548618,True,(주)에이블짐 불광점,헬스,서울,11,서울특별시 은평구 불광로 60라비앙프라자 지하1층 에이블짐(불광동),0269491002
김세화,27428,3128124355,True,(주)비알뇌교육일산지점,기타종목,경기,41,경기도 고양시 일산서구 주화로 886층 뇌교육(주엽동),0319151239
백성욱,1,3388500917,True,(주)아이풀 영통지점,수영,경기,41,경기도 수원시 영통구 영통로323번길 61층 IPOOL(매탄동),0312131901
신영미,2,3568500972,True,(주)씨에이이 동아쇼핑점,기타종목,대구,27,대구광역시 중구 달구벌대로 208511층 동아쇼핑문화센터(덕산동),0532513500
박신경,1,7548800293,True,(주)에스엠씨유소년축구교실,축구,강원,51,강원도 원주시 판부면 남원로 288-6smc축구,0338130079
백성욱,1,1358553800,True,(주)아이풀 동탄지점,수영,경기,41,경기도 화성시 10용사로 349-7세란메디 지하1층 아이풀(능동),03180153515
이경환,1,6041597539,True,구슬당구장,당구,전북,52,전북특별자치도 익산시 무왕로22길 35지하층(부송동),
전영애,1,8488101472,True,(주)유얼리,기타종목,경기,41,경기도 시흥시 배곧4로 184층 유얼리발달센터(배곧동),
이윤정,1,1278656462,True,(주)율하모니,기타종목,경기,41,경기도 양주시 평화로1416번길 45-162층 율하모니(덕계동),
왕정민,2,2188173215,True,(주)의정부축구클럽,축구,경기,41,"경기도 의정부시 서부로 527101동101호(가능동, 신도아파트)",
박정근,1,2148847539,True,(주)인터내셔널스포츠그룹,기타종목,충남,44,충청남도 아산시 배방읍 광장로 210101동 503호(요진 와이시티),
최상옥,1,1318194908,True,(주)제이앤씨,헬스,인천,28,인천광역시 연수구 앵고개로 2662층(동춘동),
이석,24729,4178141533,True,(주)조이스포츠,수영,전남,46,전라남도 여수시 여천체육공원길 53-64조이스포츠센타(시전동),
정동희,1,1658101644,True,(주)청라라파언어심리센터,기타종목,인천,28,"인천광역시 서구 청라에메랄드로102번길 103층 305,306,308,309호(청라동)",
최재웅,1,8388100291,True,(주)청룡유나이티드,축구,경기,41,경기도 시흥시 서울대학로278번길 34옐로우동 534호(배곧동),
공성빈,18165,1248734637,True,(주)크풋 옥상 풋살장,축구,경기,41,경기도 성남시 수정로 115-1402호 태평동 3679,
김영진,1,2738101703,True,(주)키즈스윔,수영,충북,43,충청북도 청주시 청원구 공항로84번길 50(내덕동),
김현진,1,1458802293,True,(주)플렉스스포츠,기타종목,경기,41,경기도 광명시 하안로288번길 15지하3층(하안동),
변정은,1,3198600795,True,(주)한국그룹운동개발원 ,필라테스,서울,11,서울특별시 송파구 송이로 91송이빌딩 5층(가락동),
유승호,1,2638701824,True,(주)한국파워점핑,기타종목,경기,41,경기도 화성시 동탄순환대로 249효천프라자7층 (주)한국파워점핑(산척동),
홍원선,1,4508100811,True,(주)향남에프시,축구,경기,41,경기도 화성시 향남읍 서봉로115번길 89-4(주)향남에프시,
박병윤,3285,5148515445,True,(주)홈스파월드,수영,대구,27,대구 남구 봉덕동 1329-73,
최삼숙,1,3798800262,True,(주)화승 (핀엑스볼링),볼링,전남,46,전라남도 화순군 화순읍 쌍충로 702층,
정승현,15255,1349062315,True,21세기태권도,태권도,경기,41,"경기도 안산시 상록구 부곡로 64(부곡동, 2층)",
박창하,1,1023007679,True,(특공무술)창무관,기타종목,서울,11,서울특별시 도봉구 도봉로 5173층 특공무술창무관(쌍문동),
강공희,1,8422800790,True,02댄스운동센터,에어로빅,제주,50,제주특별자치도 제주시 한림읍 한림중앙로 52층 02댄스운동센터,
이상만,1,2759501235,True,1.3.4리듬복싱 상무본점,복싱,광주,29,광주광역시 서구 운천로 131A-301호(쌍촌동),
한택주,1,1466500381,True,1004당구클럽,기타종목,부산,26,부산광역시 해운대구 좌동순환로 114층 1004당구클럽(중동),
유근종,23454,7249300199,True,"153 합기도, 해동검도",합기도,인천,28,인천광역시 서구 승학로495번길 4-1다복프라자 3층 301호 153 태권도 합기도(검암동),
임명완,1,1938502379,True,(주)코리아비젼스윔(지점),수영,서울,11,서울특별시 동대문구 천호대로47길 34숭인수영장(답십리동),0222173300
이용희,20687,3039098632,True,153복싱짐,복싱,충북,43,충청북도 충주시 성터10길 35153복싱짐(문화동),
나대순,1,3509100048,True,153태권도아카데미,태권도,경기,41,경기도 부천시 부흥로 4073층(심곡동),
김광수,1,4796700077,True,201휘트니스 클럽,헬스,경기,41,경기도 성남시 분당구 벌말로40번길 35층 201휘트니스클럽(야탑동),
김연주,1,4664900441,True,2080휘트니스,헬스,울산,31,울산광역시 중구 북부순환도로 1116층 2080휘트니스(다운동),
김종우,20204,6139217689,True,21C댄스스포츠아카데미,댄스,경남,48,경상남도 사천시 정동면 진삼로 14262층 21c댄스스포츠,
김선이,7984,1219163289,True,21세기체대태권스쿨,태권도,인천,28,인천 남구 용현동3-29 3층,
정민,1,7104400630,True,1박2일,기타종목,광주,29,광주광역시 광산구 왕버들로265번길 7-72층(신창동),
김용봉,1,1348644120,True,(주)하이츠스포츠센터,기타종목,경기,41,경기도 안산시 상록구 반석로 204층 하이츠스포츠센터(본오동),0314070400
전형호,1,4978601755,True,(주)이레웍스스포피아,수영,인천,28,인천광역시 연수구 새말로 27동남스포피아 지하1층(연수동),0328147000
김광현,1,6719001419,True,153다이어트복싱 석현점,복싱,전남,46,전라남도 목포시 영산로 557(상동),0612760153
김상철,1,1239212143,True,21세기태권도장,태권도,경기,41,"경기도 군포시 고산로677번길 40302호21세기태권도(산본동,대현프라자) ",
백상훈,17098,2279077352,True,JT조양태권도장,태권도,강원,51,강원도 속초시 동해대로 3948(조양동)3층 1호,
최덕호,1,2013365244,True,2JCM필라테스,필라테스,경기,41,경기도 수원시 권선구 세권로108번길 42지하 JCM(세류동),
윤재홍,1,4521200733,True,2X휘트니스 ,헬스,광주,29,광주광역시 서구 유림로 1006층(동천동),
사공정우,1,6432100705,True,JW gym(제이더블유짐),합기도,서울,11,"서울특별시 양천구 지양로 902층 201호 (신월동 ,친화빌딩)(신월동)",
정용우,20732,6151906282,True,JYW소룡체육관,태권도,경남,48,경상남도 밀양시 약산로 422층 JYW소룡체육관(내이동),
안주현,4770,4089154557,True,JY태권도,태권도,광주,29,광주 남구 백운동 686번지 3단지주공휴먼시아상가304 ,
