pres_nm,facil_sn,brno,voucher,FCLTY_NM,FCLTY_TY_NM,CTPRVN_NM,CTPRVN_CD,FULL_ADDR,RSPNSBLTY_TEL_NO
권순빈,1,6272700699,True,케이앤스포츠아카데미(KN Sports Academy),기타종목,경기,41,경기도 화성시 동탄지성로 109601호(반송동),
최경수외1명,19539,6063815380,True,케이에스스포테인,축구,부산,26,부산광역시 북구 화명신도시로 120화명메디칼센터 지하1층 (화명동),
곽호석,1,1486600458,True,스타세븐볼링장,볼링,강원,51,강원특별자치도 원주시 지정면 신지정로 2115층 스타세븐볼링장,029012699
강일기,1,5624000839,True,일호핏신중동점,헬스,경기,41,경기도 부천시 원미구 신흥로 169304호 일호핏 신중동점(중동),0323210223
문승국,1,3260801019,True,케이에이치 킥복싱 합기도 체육관,기타종목,인천,28,인천광역시 계양구 경명대로 10543층(계산동),
김기성,1,4559100585,True,케이엔디 스포츠,수영,경기,41,경기도 용인시 기흥구 강남동로 6그랜드 프라자  지하1층(구갈동),
김경민,1,2353600814,True,케이엠에프씨(KMFC) 축구클럽,축구,인천,28,인천광역시 남동구 경인로524번길 31간석빌딩 지하1층(간석동),
강태욱,1,1041116284,True,케이엠짐,헬스,경남,48,경상남도 창원시 마산회원구 양덕서8길 9한일빌딩 4층 케이엠짐(석전동),
강동구,1,8899001698,True,케이원스포츠아카데미,기타종목,인천,28,인천광역시 서구 염곡로 6362층 케이원체대입시(심곡동),
이동명,24839,1369100480,True,케이엘무용학원,발레,대구,27,대구광역시 수성구 용학로42길 13-7지산빌딩 5층 케이엘무용학원(지산동),0537840209
오창우,1,2744200483,True,케이케이엠 코만도센터,기타종목,서울,11,서울특별시 강동구 천호대로163길 21지하층(천호동),
박성배,1,6079556558,True,케이타이거즈(KTIGERS)태권도 동탄역관,태권도,경기,41,"경기도 화성시 동탄광역환승로 63상가동2층 209호 KTIGERS태권도(오산동, 동탄역 반도유보라 아이비파크 7.0)",
엄선미,1,3999201433,True,케이타이거즈태전태권도장,태권도,경기,41,경기도 광주시 오포읍 문형새솔길 1오포양우내안애아파트 104동803호(오포문형 양우내안애 아파트),
김은석,1,3462800666,True,케이탁구클럽,탁구,제주,50,제주특별자치도 제주시 구남로 553층 케이탁구클럽(이도이동),
김종훈,1,3509500707,True,대국합기도,합기도,전남,46,전라남도 순천시 해룡면 신대로 22 3층,
강기성,24583,4829300150,True,케이탑 복싱,복싱,서울,11,서울특별시 서초구 태봉로 70우면프라자1차 지하101호(우면동),
이성옥,1,1784500736,True,케이탑댄스 북가좌studio,댄스,서울,11,서울특별시 서대문구 거북골로 191서강빌딩 지하 케이탑댄스 북가좌 studio(북가좌동),
김재혁,1,3269501528,True,대국체육관,합기도,전남,46,전라남도 광양시 광양읍 와룡길 9-6대국빌딩 1층,0617610955
모정석,1,3019033142,True,케이제이 (KJ) 복싱다이어트클럽,복싱,충북,43,충청북도 청주시 흥덕구 서부로 1307미전빌딩 602,0432333774
윤흥기,1,6859900130,True,케이티씨 태권도아카데미,태권도,충남,44,충청남도 홍성군 홍북읍 청사로 36502호,
김석주,1,4013500525,True,청담휘트니스,헬스,충남,44,충청남도 아산시 신창면 남성길 134서주프라자4층 403호,
안정찬,3282,5119022863,True,청덕태권도체육관,태권도,경북,47,경북 상주시 낙양동190-5,
김명호,1,6926900107,True,청도 주짓수,유도,경북,47,경상북도 청도군 청도읍 냉정길 13층 청도주짓수체육관,
이달오,1,3019099353,True,청도경희대태권도장,태권도,충북,43,충청북도 증평군 증평읍 광장로 1512층 청도경희대태권도,
김자연,1,2690702173,True,봉동경호무술합기도체육관,합기도,전북,52,전라북도 완주군 봉동읍 봉동로 1662층 봉동경호무술합기도체육관,0632615711
최종열,26925,5889500369,True,청도체육관,태권도,경기,41,경기도 광주시 도척면 노곡로 50경기도 광주시 도척면 노곡로5번길 18-50,
김세욱,25172,4189059912,True,봉영검도관,검도,전북,52,전라북도 전주시 덕진구 반월5길 4덕동빌딩 3층 봉영검도관(반월동),0632124111
박효상,1,8141501931,True,3.3바디랩,헬스,경기,41,경기도 평택시 지산로 1102층(지산동),
고석철,1,6162396673,True,케이짐,복싱,제주,50,제주특별자치도 제주시 노연로 1173층 케이짐(연동),0647472347
김길녕,10151,1249463241,True,청덕동파워점핑줄넘기클럽,태권도,경기,41,경기도 용인시 기흥구 구성3로28번길 322층 202호(청덕동),0315481710
김지선,1,8250201931,True,더불어탁구클럽,탁구,전북,52,전라북도 전주시 완산구 맏내3길 143층 더불어탁구클럽(평화동1가),0632280266
정현우,1,7169901277,True,청도태권도,태권도,충북,43,"충청북도 청주시 상당구 중고개로 2887단지아파트상가 201호(금천동, 장자마을7단지부영아파트)",
송교창,26012,1269085938,True,청도태권도장,태권도,경기,41,경기도 광주시 오포읍 추자길 28-52층 청도태권도,
류근열,16379,6109510470,True,청도태권도체육관,태권도,울산,31,울산 울주군 온양읍 대안리404-8청도체육관,
김동완,330,4169110899,True,청동체육관,태권도,전남,46,전남고흥군고흥읍남계리667-3,
정상기,2,1229513548,True,청라 태권도하는아이들 태권도장,태권도,인천,28,인천광역시 서구 솔빛로 883층   301호(청라동),
주인호,1,5179800975,True,청라복싱클럽,복싱,인천,28,인천광역시 서구 중봉대로 588센트럴프라자10층 1006호(청라동),
문서정,1,3708701836,True,청라스카이스포츠&키즈수영장,수영,인천,28,인천광역시 서구 청라한내로 90mk뷰 8층 스카이스위밍수영장(청라동),
이태구,1,8979401509,True,청라점핑클럽,기타종목,인천,28,인천광역시 서구 보석로 442층 점핑클럽(청라동),
강은경,1,3943000877,True,청라킹스크린골프,골프,인천,28,인천광역시 서구 중봉대로612번길 10-207층(청라동),
박찬경,1,4839300212,True,청라태권도,태권도,인천,28,"인천광역시 서구 비지니스로28번길 13상가동 지하 청라태권도(청라동, 청라동문굿모닝힐)",
박종문,1,1319101413,True,청량태권도장,태권도,인천,28,"인천광역시 연수구 먼우금로 126상가2층 청량태권도장(동춘동, 현대대림2차아파트)",
황 성수,1,3049050780,True,청록태권도장,태권도,경기,41,경기도 수원시 장안구 송원로59번길 46497-31(송죽동),
전상배,8812,1299076651,True,청룡관,합기도,경기,41,경기 성남시 분당구 야탑동273-1번지 대동빌딩 302호 청룡합기도 생활속 행복명상원,
조학래,5285,5149084816,True,청룡관석사도장,합기도,대구,27,대구 달서구 진천동785-24  5층,
정연규,9261,5039071010,True,청룡관용성체육관,합기도,대구,27,대구 북구 매천동678번지,
김성민,1,1239613081,True,비무관합기도 동산수련관,합기도,전북,52,전라북도 익산시 서동로4길 15익산시 동산동 서동로 4길 15번 (2층)(동산동),0638575222
정인기,1,8429801278,True,청룡체육관,태권도,경기,41,경기도 안성시 죽산면 중서길 132층,
김재홍,27689,5069196322,True,청룡체육관,태권도,경북,47,경상북도 포항시 북구 용흥로 322-1성봉우미타운상가 2층  청룡체육관(용흥동),
이운재,8829,1179908532,True,청룡체육관,태권도,서울,11,서울 양천구 신월7동961-5 남영빌딩3층 청룡체육관,
박성근,257,6119018465,True,청룡체육관,태권도,경남,48,경남 합천군 삼가면 일부리  ,
박종철,4988,5159071328,True,산돌MTA태권도장,태권도,경북,47,경상북도 경산시 삼풍로 143층(삼풍동),
우영환,26005,1378302676,True,청라복합문화센터,수영,인천,28,인천광역시 서구 청라대로 26청라복합문화센터(경서동),0325801196
최형우,1,6099226684,True,청룡태권도,태권도,경남,48,경상남도 창원시 진해구 진해대로 999401호 청룡태권도(자은동),
김정규,19290,5109056813,True,청룡태권도,태권도,경북,47,경상북도 김천시 황산로 1133층 청룡태권도 (지좌동),
윤창식,8046,1109143513,True,청룡태권도,태권도,서울,11,서울 은평구 응암동117-22 청룡체육관,
변내호,18800,2319004300,True,청룡태권도체육관,태권도,경기,41,경기 동두천시 동두천로(송내동),
양해준,2689,6139078396,True,청룡태권도체육관,태권도,경남,48,경상남도 사천시 벌리동456-18,
배선애,1,8382800262,True,청룡합기도,합기도,인천,28,인천광역시 서구 청라루비로 93루비타워 405호(청라동),
허남현,1,5039181913,True,청룡합기도,합기도,대구,27,대구광역시 서구 서대구로5길 653층 청룡합기도(내당동),
정의철,1,2122868645,True,제이짐휘트니스,헬스,경기,41,"경기도 고양시 덕양구 통일로 7603층 314호 제이짐휘트니스(관산동, 더퍼스트프라임)",0319679905
윤채린,1,8391102606,True,비타민 필라테스 성대점,필라테스,경기,41,경기도 수원시 장안구 율전로 1082층 201호,0312970108
이선형,1,6797100470,True,신기점핑온열다이어트,기타종목,전남,46,전라남도 여수시 새터로 70(신기동) 2층,
남성길,9503,5159007919,True,국가대표태권도장,태권도,경북,47,경북 청도군 청도읍 고수리고수동5길21,0543713607
김영갑,1,6209201036,True,인평태권도,태권도,경북,47,경상북도 구미시 금오대로18길 132층인평태권도(오태동),
황성식,19996,5131893960,True,인평태권도체육관,태권도,경북,47,경상북도 칠곡군 북삼읍 북삼로8길 9201호,
박기민,1,5026900347,True,인피니트 스포츠 사하점,기타종목,부산,26,부산광역시 사하구 마하로48번길 264층 인피니트 스포츠(괴정동),
박기민,1,4570701994,True,인피니트 스포츠 영도점,농구,부산,26,부산광역시 영도구 동삼로 451층(동삼동),
박기민,1,6155400519,True,인피니트 스포츠 진구점,농구,부산,26,부산광역시 부산진구 가야대로510번길 372층 인피니트 스포츠 진구점(가야동),
김대근,22792,1219035277,True,인하 아시아 태권도장,태권도,인천,28,인천광역시 미추홀구 수봉로 293층(숭의동),
박춘길,7997,1219125591,True,인하강남태권도,태권도,인천,28,인천 남구 학익동동아풍림아파트 상가3층 ,
김호석,1,8369100799,True,인하논현태권도장,태권도,인천,28,인천광역시 남동구 논현역로 87층 701호 인하논현태권도장(논현동),
최상원,1,1229109430,True,인하대유도관,유도,인천,28,인천광역시 계양구 안남로 5074층(효성동),
김기석,21362,4319800083,True,인하라온태권도장,태권도,인천,28,"인천광역시 연수구 먼우금로 302유천아파트상가3층 라온태권도(연수동, 유천아파트)",
이태훈,1,1319154303,True,인하서체육관,태권도,인천,28,인천광역시 남동구 함박뫼로 441논현빌딩2층(논현동),
지무성,26562,5209800350,True,인하서태권도장,태권도,인천,28,인천광역시 남구 학익소로63번길 23210호 인하서태권도(학익동),
송석훈,1,3058117690,True,삼부개발(주),수영,대전,30,대전광역시 중구 태평로 83관리사무소(태평동),0425359961
홍정의,24025,7739200215,True,인하연안체육관,태권도,인천,28,인천광역시 중구 축항대로86번길 34항동7가(항동7가),
조병현,24609,7909600182,True,인하코리아 태권도 오정지점,태권도,경기,41,경기도 부천시 부천로464번길 432층 인하코리아 태권도(오정동),
황지환,1,1519400461,True,인하코리아 태권도장,태권도,인천,28,인천광역시 중구 흰바위로 41703호 인하코리아(운서동),
신희중,9225,1219167169,True,인하코리아태권도,태권도,인천,28,인천 남구 주안6동56-4호 인하코리아 태권도,
안금호,3455,1319056361,True,인하코리아태권도,태권도,인천,28,인천 남동구 간석3동 51-1우성꾸메마을 상가302호,
이성우,1,2169008461,True,인하태권도,태권도,충남,44,충청남도 서산시 성연면 성연3로 35테크노빌딩 4층 인하태권도,
정훈희,1,8160202163,True,인하휘트니스,기타종목,인천,28,인천광역시 미추홀구 경인로 2514층 인하휘트니스(도화동),
김현진,1,3379501358,True,인학검도장,검도,부산,26,부산광역시 수영구 수미로 38-1지하1층 인학검도장(수영동),
정은정,2,8129601496,True,인핸스태권도 도화지점,태권도,인천,28,인천광역시 미추홀구 송림로 251창조프라자2층 인핸스태권도(도화동),
이인욱,1,8089501622,True,인화태권도장,태권도,경기,41,"경기도 수원시 영통구 매탄로 82우남상가 201호 인화태권도장(매탄동, 우남퍼스트빌)",
최재헌,1,6579500651,True,일(1)등 석사 경희대 태권도,태권도,경기,41,경기도 의왕시 안양판교로 99스마일타워 6층 603호 태권도(포일동),
조지훈,1,1999201395,True,일곡태권도장,태권도,광주,29,광주광역시 북구 일곡로 100-1현대아파트 1차 상가 2층 일곡태권도장(일곡동),
김영환,1,4021293275,True,비타민헬스,헬스,전북,52,전라북도 전주시 덕진구 무삼지로 762층 비타민헬스(인후동1가),0632421002
송일구,1,6081885642,True,일구댄스아카데미,댄스,경남,48,경상남도 창원시 마산합포구 현동4길 5202호(현동),
배길재,2897,1349507734,True,일동경희대석사체육관,태권도,경기,41,"경기도 안산시 상록구 도매시장로 113(일동, 원인영빌딩 201호)",
장원상,1,8759600727,True,일동아이짐 스포츠아카데미학원,태권도,경기,41,경기도 포천시 일동면 영일로 982일동 아이잠 스포츠 아카데미,
한성광,22444,6159113455,True,일동태권도장,태권도,경남,48,경상남도 김해시 외동 1249-4번지 오렌지타운 3층,
신숙희,1,4998200322,True,사)이리동풋볼스포츠클럽,축구,전북,52,전라북도 익산시 동서로51길 57축구사무실(영등동),0638306877
이기호,27734,5069214588,True,일등아이태권도,태권도,경북,47,경상북도 포항시 북구 삼흥로74번길 272층 일등태권도(두호동),
노길호,25186,3109522232,True,일등태권도,태권도,경남,48,경상남도 창원시 진해구 태평로 52-11층 일등태권도(태평동),
윤명현,1,5140284745,True,인하탁구클럽,탁구,대구,27,대구광역시 동구 동부로 76인하탁구클럽(신천동),0537532992
배정식,22364,4099140416,True,일등태권도,태권도,광주,29,광주광역시 서구 유림로98번길 9한빛빌딩3층(동천동),
박일랑,14950,6059187644,True,일랑태권도예절관,태권도,부산,26,부산 부산진구 당감4동698-9 번지 2층,
주종윤,15014,2079134467,True,서울마이티체육관,유도,서울,11,서울특별시 중랑구 용마산로94길 652층 서울마이티체육관(면목동),024381300
구상모,1,4719100990,True,일무관합기도,합기도,충북,43,충청북도 영동군 영동읍 영산로 202층 일무관합기도,
김근영,7569,3039023709,True,일무종합무술관,합기도,충북,43,"충북 충주시 용산동 1673번지 4층""일무관"" ",
손현민,22480,1401113492,True,일무합기도,합기도,경기,41,경기도 광명시 하안로288번길 19401.403호 합기도도장(하안동),
최우진,1,5779800905,True,일무합기도용무도,합기도,충북,43,충청북도 괴산군 괴산읍 읍내로18길 18-22층 일무합기도용무도,
이진영,1,2519400363,True,제이킹덤댄스학원,댄스,경남,48,경상남도 통영시 무전3길 6성진빌딩 3층 젱이킹덤댄스컴퍼니(무전동),
윤경식,1,3379500683,True,제이탑&범 유도클럽,유도,경기,41,경기도 남양주시 늘을2로 26메인시네마타워 7층 701호(호평동),
오현옥,1,2581000684,True,제이탑짐,복싱,경기,41,경기도 성남시 중원구 박석로33번길 114층 제이탑짐(상대원동),
안준현,1,7839601261,True,제이태권도,태권도,인천,28,인천광역시 남동구 앵고개로847번길 505층 제이태권도(논현동),
안근형,1,2099505670,True,제이티에이 합기도,합기도,충북,43,충청북도 청주시 상당구 중흥로 175상가3층(용암동),
박하영,14930,3012789962,True,제이티에이(JTA)합기도 교육관,합기도,충북,43,충청북도 청주시 서원구 산남로 38(산남동) 303호,
김윤석,1,1893100817,True,제이폭스멀티짐 갈산점,복싱,인천,28,인천광역시 부평구 주부토로 1846층 제이폭스멀티짐(갈산동),
김지현,1,7053000247,True,제이풋살파크,축구,대구,27,대구광역시 북구 유통단지로 60오케이 혼수백화점 4층 옥상풋살장(산격동),
이재민,1,6177900293,True,제이필라테스,필라테스,인천,28,인천광역시 미추홀구 길파로 72층 제이필라테스(주안동),
조종진,1,1263034677,True,제이휘트니스,헬스,경기,41,경기도 이천시 이섭대천로 1229타워빌딩 6층(창전동),
이제인,1,2419200872,True,제인그랜드발레,발레,경기,41,경기도 안산시 상록구 월피로 612층(월피동),
박정은 ,1,1611001297,True,제인폴스튜디오 ,기타종목,경기,41,경기도 수원시 팔달구 향교로 55-1지하1층 제인폴스튜디오(매산로2가),
하민성,1,7660101125,True,제인필라테스,필라테스,서울,11,서울특별시 은평구 은평로 2102층 제인필라테스(응암동),
김성희,8208,6200536520,True,제일검도관,검도,울산,31,울산 북구 신천동376,
정수현,1,2232200814,True,제일골프스쿨,골프,경기,41,경기도 안산시 상록구 예술광장로 234층(월피동),
오재현,3200,5089070618,True,제일국가대표태권도장,태권도,경북,47,경상북도 의성군 안계면 안계길 1283층 제일국가대표태권도장,
김선진,1,7369200157,True,제일아이캔태권도장,태권도,서울,11,서울특별시 관악구 신림로 1293층 제일아이캔태권도(신림동),
강사랑,21356,7899900091,True,사랑태권도,태권도,전북,52,전라북도 남원시 시청로 37사랑태권도(도통동),
장석분,164,3119042560,True,제일체육관,태권도,충남,44,충청남도 당진시 합덕읍 합덕교동2길 9제일체육관 (세종학원),
이호철,1,8979101610,True,제일체육관(태권도),태권도,대전,30,대전광역시 동구 가양로 892층제일체육관(태권도)(가양동),
박상원,27506,1149653075,True,제일태권도,태권도,경북,47,경상북도 칠곡군 북삼읍 금오대로10길 19-8보현빌딩 3층 제일태권도,
여만규,2502,5129026770,True,제일태권도도장,태권도,경북,47,경상북도 영주시 대학로188번길 15-15스카이빌딩 3층(가흥초 후문)(가흥동),
이은주,19499,2049380840,True,제일태권도장,태권도,서울,11,서울특별시 중랑구 면목로27길 70(면목동) 2층 ,
정유진,1,5779701120,True,제일합기도,합기도,부산,26,부산광역시 기장군 정관읍 정관로 7183층 301호 302호,
이형복,1,5100713113,True,제이필라테스(J-PILATES),필라테스,경기,41,경기도 안산시 상록구 한양대학로 68401호(사동),
문성훈,1,3327300328,True,스피나 핏앤 필라테스 대전점,필라테스,대전,30,대전광역시 중구 충무로107번길 122301호(대흥동),0422233166
강기택,1,4759400654,True,사랑태권도장,태권도,서울,11,서울특별시 서대문구 모래내로 436지하(홍제동),
진필종,1,5820400913,True,제주승마스쿨,승마,제주,50,제주특별자치도 제주시 배한이길 97외도일동(외도일동),
문영찬,24954,6169283631,True,제주오승도장,합기도,제주,50,제주특별자치도 제주시 신광로10길 21B1 오승도장(연동),
최재호,24801,3019210390,True,서현태권스쿨,태권도,충북,43,충청북도 청주시 흥덕구 서현북로 66대주빌딩 4층 서현태권스쿨(가경동),0432364604
정원제,14345,1239160560,True,김재훈태권도,태권도,경기,41,경기도 과천시 별양로 12상가d동,025072210
이영광,1,6169213076,True,제주줄넘기클럽 영광체육,태권도,제주,50,제주특별자치도 제주시 연삼로 3492층(도남동),
김남웅,3691,6169203506,True,제주천지인용인대태권도,태권도,제주,50,제주특별자치도 제주시 승천로 72L.K빌딩 3층(아라이동),
김홍준,1,1121266138,True,제주풋볼아카데미,축구,제주,50,제주특별자치도 제주시 우평로 71-23(도평동),
김경환,1,7578701765,True,제천엠(M)스포츠협동조합,축구,충북,43,충청북도 제천시 의림대로44길 150제천엠(M)스포츠협동조합(장락동),
김양래,1,5907500520,True,제천주짓수 히어로짐,기타종목,충북,43,충청북도 제천시 죽하로 512층 주짓수체육관(장락동),
고준철,1,1669401254,True,제천합기도,합기도,충북,43,충청북도 제천시 장락로 1332층 제천합기도(장락동),
이용해,1,8469301576,True,제태선(JTM),태권도,제주,50,제주특별자치도 제주시 한림읍 금악서길 23제태선,
서정훈,1,1044263103,True,삼례경찰경호합기도무도관,합기도,전북,52,전라북도 완주군 삼례읍 삼례역로 222층 체육관,0639095712
조규복,1,3043700096,True,조규복클라이밍센터,기타종목,경기,41,경기도 남양주시 석실로 696조규복클라이밍센터(금곡동),
김재원,263,4109190600,True,큰솔태권도,태권도,광주,29,"광주광역시 광산구 장덕로6번길 35상가 2층 201호 큰솔 태권도(장덕동, 진흥 수완 더루벤스)",
김지용,7110,5029233768,True,큰화랑태권도,태권도,대구,27,대구 동구 신암동770-2번지 보광빌딩4층,
양다결,1,3149256956,True,클라라발레무용학원,발레,대전,30,대전광역시 유성구 어은로 565층(어은동),
최미숙,1,8194300866,True,클라우드짐프라임,헬스,서울,11,서울특별시 영등포구 영중로 79B1(영등포동7가),
김상우,23006,6059490854,True,클라우스 복싱,복싱,서울,11,서울특별시 중랑구 사가정로 3753층 클라우스복싱(면목동),
박영미 ,1,7041201012,True,클라이밍 실내암벽장 체육관,기타종목,경기,41,경기도 안산시 단원구 선부광장1로 1245층7호(선부동),
장현준,2,5366200211,True,클라이밍줌(연수점),기타종목,인천,28,인천광역시 연수구 청능대로 75imc9 7층(청학동),
정명호,1,4060425022,True,클라이밍하이,기타종목,대구,27,대구광역시 달서구 도원로 12동신빌딩7층 클라이밍하이(도원동),
김수지,1,8194301040,True,클라임라운지,기타종목,광주,29,광주광역시 서구 금화로383번길 10304호 클라임라운지(화정동),
김성윤,1,5228101769,True,클라임바운스,기타종목,경기,41,경기도 수원시 영통구 덕영대로 1566판타지움 3M층 클라임바운스(영통동),
임용우,1,6769201849,True,라이온즈 태권도장,태권도,대구,27,대구광역시 달성군 다사읍 서재로7길 25603동 202호(에코폴리스 동화 아이위시 3차),
이영철,3775,6172872572,True,클래스윔(광안점),수영,부산,26,부산 수영구민락동110-14광안해수월드내8층,
이영철,1,6892800748,True,클래스윔스포츠센터,수영,부산,26,부산광역시 동구 중앙대로 319YMCA 빌딩 4-6층(초량동),
박민주,1,4213300321,True,클래식 요가 앤 필라테스,요가,충남,44,충청남도 천안시 동남구 통정5로 674층 클래식요가앤필라테스(신방동),
한가람,1,4251101091,True,클래식바디짐,헬스,서울,11,"서울특별시 종로구 지봉로 87지하1층 클래식받디짐(창신동, 창신3동주민센터)",
조윤정,1,5120877288,True,클럽 스파이더 클라이밍,기타종목,부산,26,부산광역시 사상구 학장로 316지하층(주례동),
장상실,1,6020897613,True,클럽스파이더클라이밍,기타종목,부산,26,부산광역시 중구 대영로 224부산은행 2층(영주동),
박경달,1,5069165305,True,제철태권도,태권도,경북,47,경상북도 포항시 남구 효자동길1번길 162층(효자동),0542825936
이주진,1,1209125206,True,VTA 논현학동수련관,태권도,서울,11,서울특별시 강남구 언주로114길 93층(논현동),025113533
이은정,24640,2170975742,True,제이제이댄스아카데미,댄스,서울,11,서울특별시 노원구 덕릉로79길 35염광아파트상가 지하1층,029346987
양진현,1,3502201115,True,제주주짓수월드 연동,복싱,제주,50,제주특별자치도 제주시 국기로 73층 연동주짓수월드(연동),
전재홍외 1명,27259,7532600405,True,클로버 스포츠 클럽,농구,경기,41,경기도 양주시 부흥로 2038-47클로버 스포츠클럽(만송동),
홍지운,1,2033007555,True,클린바디짐,헬스,경기,41,경기도 시흥시 새재로 132층 클린바디짐(장현동),
송태훈,1,7218701091,True,클린샷코퍼레이션 주식회사,농구,부산,26,부산광역시 금정구 서금로 37-14DEPOT134(서동),
김은철,1,2719300865,True,클린히트복싱 2호점,복싱,경기,41,경기도 평택시 지산1로 48지하1 층(지산동),
권범우,1,6269800487,True,클린히트복싱짐,복싱,경기,41,경기도 평택시 송탄로 2853층(서정동),
주재영,1,6151800414,True,클아이키크기운동교실,기타종목,경남,48,경상남도 김해시 율하2로 240101호 클아이 키크기 운동교실(율하동),
김주완,1,2170896847,True,키노짐 스포츠 클럽,기타종목,서울,11,서울특별시 성북구 정릉로52길 5지하1층(종암동),
오혜련,1,2141056951,True,키덜트골프클럽,골프,서울,11,서울특별시 서초구 남부순환로333길 32B02(서초동),
박주병,1,1029508532,True,키드짐아동청소년발달연구소,기타종목,경기,41,경기도 화성시 동탄문화센터로 71-112층 키드짐아동청소년발달연구소(반송동),
남궁현,1,6599301405,True,키성장다이어트음악줄넘기,기타종목,충북,43,충청북도 제천시 청풍호로10길 54드림플라자 4층 402호(강제동),
김지혜,23719,1869000227,True,청명태권도장,태권도,충북,43,충청북도 청주시 흥덕구 1순환로584번길 592층(봉명동),
이호현,1,3319401692,True,키움타이거태권도장,태권도,전남,46,전라남도 해남군 해남읍 중앙1로 402층 키움태권도,
하두호,1787,4109126753,True,키움태권도,태권도,광주,29,광주 광산구 산월동883-1 호반3차상가 301호,
김종완,1,7770102901,True,크로스핏 대천,기타종목,충남,44,충청남도 보령시 궁촌1길 121층 크로스핏 대천(궁촌동),
하덕실,1,6139137941,True,키움태권도장,태권도,경남,48,경상남도 진주시 석갑로 21키움태권도장(평거동),
김규인,1983,6049507169,True,키워구봉체육관,태권도,부산,26,부산 동구 수정1동 홍곡로58번길 32층 (초량동),
이성남,1,1771002516,True,키즈 스포츠 검도,검도,경남,48,경상남도 창원시 진해구 천자로 389마린프라자 상가 3층 301호 해사랑 해동검도(풍호동),
김민성,8789,4029183603,True,라이온태권도장,태권도,전북,52,,0632789889
최순길,1,6400601075,True,키즈mma주짓수태권도,태권도,경기,41,경기도 김포시 김포한강11로 288-27402호 키즈주짓수태권도(운양동),
김형주,8859,4109117254,True,키즈사랑태권도,태권도,광주,29,광주 서구 치평동 한국아파트 2층 204호 ,
조성웅,1,2939201208,True,청룡합기도 명문본관,합기도,대구,27,대구광역시 달성군 현풍읍 테크노상업로 465층 청룡합기도 명문본관,
김미숙,24816,4049063678,True,상동어린이바둑학원,기타종목,전북,52,전라북도 정읍시 상동중앙로 45상동(상동),0635383618
허남길,20221,5049090951,True,청룡합기도호산도장,합기도,대구,27,대구광역시 북구 대천로 94(동천동),
김경업,7825,3059115783,True,청림태권도장,태권도,대전,30,대전 중구 태평2동422-33 버드내프라자 502호,
곽한아,1,1309255742,True,청명아동운동발달센터 ,기타종목,경기,41,경기도 부천시 길주로 279301(중동),
박원재,1,1359273594,True,청명태권도,태권도,경기,41,경기도 오산시 수목원로468번길 6-11201호 청명태권도(금암동),
박종길,1,5629700584,True,청명태권도,태권도,광주,29,"광주광역시 광산구 어등대로647번길 32상가2층 청명태권도(소촌동, 송광파크맨션)",
이웅현,25072,1249085999,True,청명태권도체육관,태권도,경기,41,"경기도 수원시 영통구 청명로 130삼익,벽산아파트 상가 208,209호(영통동)",
김인환,1,3679000049,True,청무 태권도,태권도,충북,43,충청북도 청주시 청원구 내수읍 청암로 333층 청무태권도,
박준재,1,5011451896,True,준축구교실,축구,경기,41,경기도 양평군 단월면 보산정길 39-1.,
정은주,1,1223042419,True,키롱성장체육관,기타종목,인천,28,인천광역시 부평구 부흥로 414모아빌딩3층 302호(부개동),0323613555
노채린,1,1139415109,True,세정태권도,태권도,광주,29,"광주광역시 북구 동문대로249번길 7상가2동 202호, 203호 세정태권도(각화동, 각화센트럴파크 3차)",0622696900
조진만,19530,6080278776,True,청명해동검도무예스쿨,검도,경남,48,경상남도 창원시 마산합포구 합포로 131-1(산호동) 131-1 3층,0552456020
구영숙,1,6059195692,True,청무검도관 ,검도,부산,26,부산광역시 부산진구 전포대로 174B1 청무검도관(전포동),
양재웅,1,4111480161,True,청무격투기체육관,기타종목,전남,46,전라남도 목포시 청호로 1913층(산정동),
이지미,1,5159531578,True,청무유도관,유도,부산,26,부산광역시 서구 구덕로328번길 4청무유도관(동대신동3가),
이지수,1,6039305539,True,라피드발레학원,발레,서울,11,서울특별시 구로구 연동로 195솔보프라자2 403호 라피드발레학원(항동),
권영국,8621,3109054952,True,청무체육관,기타종목,충남,44,,
한영문,3507,5079027802,True,청무체육관,태권도,경북,47,경북 영덕군 강구면 오포2리 나비산길 29번지 ,
이수현,2158,6131484119,True,청무체육관3관,기타종목,경남,48,경남 진주시 가좌동 동부로 15층,
허동훈,14280,6159045872,True,청무태권도,태권도,경남,48,경남 김해시 구산동1054-8번지 베스트빅토리 청무태권도,
정희철,1,7399201626,True,청무태권도장,태권도,경남,48,경상남도 사천시 임내길 14청무태권도장(죽림동),
박상현,1,8549300772,True,청북검도관,검도,경기,41,경기도 평택시 청북읍 청북남로 253503호 청북검도관,
김태규,1901,5139121800,True,송강태권스쿨,태권도,경북,47,,
이병선,1,3149104015,True,청사태권도장,태권도,대전,30,"대전광역시 서구 청사로 254둥지상가 303호(둔산동, 둥지아파트)",
윤상훈,20155,5032547545,True,청산 합기도 체육관,합기도,대구,27,대구광역시 서구 국채보상로75길 402층 청산 합기도 체육관(비산동),
박광식,24706,7109200271,True,청설태권도센터,태권도,경기,41,경기도 안성시 공도읍 진사길 32상가3층 청설태권도(주은청설아파트),
