main_event_cd,city_nm,main_event_nm,city_cd,pres_nm,faci_daddr,row_num,facil_nm,facil_sn,road_addr,local_nm,faci_zip,local_cd,brno,facil_gbn_nm,res_telno,voucher
3,부산,기타종목,26,박우순,601호(정관제일타워2),2323,마루치 복싱줄넘기,1,부산광역시 기장군 정관읍 정관로 575-3,기장군,46015,26710,7612201498,강좌,0517288806,True
14,경북,에어로빅,47,전은정,2층 로얄핏(진평동),2324,로얄핏,1,경상북도 구미시 인동30길 2,구미시,39409,47190,5881500595,강좌,0544745432,True
22,경남,태권도,48,강동욱,상가동 101동 109호,2325,마루한튼튼태권도장,1,경상남도 진주시 개양로 100,진주시,52826,48170,3529401501,강좌,,True
22,경기,태권도,41,황동기,"116동 201,203호 (신장동)",2326,국가대표 에이스 태권도,15636,경기도 하남시 천현로 73,하남시,12953,41450,1269138301,강좌,0317921179,True
20,전북,축구,52,문택규,월명실내체육관 북문(사정동),2327,군산스포츠클럽,21293,전라북도 군산시 번영로 281,군산시,57343,52130,1718200064,강좌,0634528522,True
76,서울,복싱,11,윤기흥,영진빌딩2층 군자복싱(군자동),2328,군자복싱다이어트,1,서울특별시 광진구 능동로 267,광진구,4997,11215,6069205846,,,True
22,서울,태권도,11,김기만,621-1,2329,군자체육관,3472,서울 광진구 중곡1동,광진구,143221,11215,2079914206,,,True
21,서울,탁구,11,이인선,지하1층(군자동),2330,군자프리미엄탁구장,1,서울특별시 광진구 능동로 275-1,광진구,4997,11215,6134800467,,,True
17,서울,유도,11,홍기용,대성빌딩 5층,2331,군자한양유도체육관,16416,서울 광진구 중곡동 능동로 358,광진구,143220,11215,2069389435,,,True
22,경기,태권도,41,박종근,영광빌딩3층(대야미동),2332,군포 경희대 중앙석사태권도장,4939,경기도 군포시 대야1로15번길 5,군포시,15888,41410,1239217003,,,True
17,경기,유도,41,김진영,784-52층,2333,군포시유도회관,2339,경기 군포시 당동,군포시,435010,41410,1239197747,,,True
22,경기,태권도,41,박정균,7712번지. 4층,2334,군포한국태권도장,15054,경기 군포시 당동,군포시,435010,41410,1239180004,,,True
25,경북,헬스,47,이동한,화성빌딩 7층 굳짐 헬스(중산동),2335,굳짐 헬스,1,경상북도 경산시 펜타힐즈2로 41,경산시,38662,47290,4440500976,,,True
22,경남,태권도,48,김양준,2층,2336,굿드림태권도장,27631,경상남도 사천시 사남면 진삼로 1277,사천시,52532,48240,7339300121,강좌,,True
25,대전,헬스,30,이정곤,DMC빌딩 6층 굿라이프 휘트니스(원동),2337,굿라이프 휘트니스,1,대전광역시 동구 중앙로200번길 66,동구,34630,30110,4220302441,,,True
25,부산,헬스,26,서명선,동인빌딩5층(보수동1가),2338,굿모닝휘트니스,1,부산광역시 중구 대청로 71,중구,48967,26110,6186000047,,,True
25,경기,헬스,41,오경남,롯데슈퍼 2층 굿모닝 휘트니스(신곡동),2339,굿모닝휘트니스,1,경기도 의정부시 동일로 583,의정부시,11744,41150,2080187840,,,True
25,세종,헬스,36,임효성,3층 굿모닝휘트니스클럽,2340,굿모닝휘트니스클럽,1,세종특별자치시 부강면 부강로 47,세종시,30076,36110,3070953492,,,True
76,경기,복싱,41,민지원,B1층 더블엠 다이어트 그룹PT 복싱(망포동),2341,더블엠 다이어트 그룹PT&복싱,1,경기도 수원시 영통구 태장로 6,수원시,16686,41110,1679901548,강좌,,True
12,부산,수영,26,천병록,굿프렌즈스포츠센터(당감동),2342,굿프렌즈스포츠센터,1,부산광역시 부산진구 백양순환로 42,부산진구,47147,26230,5451200734,,,True
21,서울,탁구,11,이승제,(궁동)3층,2343,궁동탁구클럽,27527,서울특별시 구로구 오리로 1316,구로구,8249,11530,1132429731,,,True
75,서울,합기도,11,육동현,3층 궁중무예합기도(사당동),2344,궁중무예 합기도,24502,서울특별시 동작구 동작대로29길 57,동작구,7008,11590,3410300635,,,True
75,경기,합기도,41,정창희,301(덕풍동),2345,궁중무예관,23556,경기도 하남시 덕풍북로 109,하남시,12929,41450,1262838549,,,True
75,서울,합기도,11,이길용,"(풍납동, 현대리버빌아파트)",2346,궁중무예합기도,16953,서울특별시 송파구 토성로 37,송파구,5532,11710,2151891317,,,True
1,전남,검도,46,권종환 ,2층 권무검도관(옥암동),2347,권무검도관,1,전라남도 목포시 남악1로52번길 8,목포시,58676,46110,4119084026,,,True
25,강원,헬스,51,목진형,Am호텔 2층 굿모닝헬스,2348,굿모닝헬스,1,강원도 평창군 대관령면 송천길 30,평창군,25343,51760,2260951822,강좌,0333362080,True
75,경북,합기도,47,이석화,2층 2호,2349,권왕체육관,27154,경상북도 울진군 북면 울진북로 2067,울진군,36305,47930,5070444720,,,True
22,경기,태권도,41,"최재용,권의성",3층(합정동),2350,권의성 태권도장,20425,경기도 평택시 조개터로42번길 66,평택시,17904,41220,1259199120,,,True
22,충남,태권도,44,조세연,3층,2351,규암웅비체육관,1,충청남도 부여군 규암면 자온로 5,부여군,33124,44760,1049857608,,,True
22,대구,태권도,27,홍지수,2층 최우수태권도장(방촌동),2352,기품태권도장,1,대구광역시 동구 동촌로54길 94-1,동구,41165,27140,4089889021,,,True
22,경기,태권도,41,이재찬,한양백두상가208(산본동),2353,궁내체육관,1,경기도 군포시 고산로 571,군포시,15821,41410,1239197223,강좌,0313928884,True
25,충북,헬스,43,목강수,"3층 305,306호 론픽 청주(용암동)",2354,론픽 청주,1,충청북도 청주시 상당구 중고개로141번길 13-2,청주시,28808,43110,5481702129,강좌,0432933455,True
22,충남,태권도,44,강규,상가동 308호 마스터케이 태권도(서산 골드클래스),2355,마스터케이태권도,1,충청남도 서산시 성연면 성연5로 46,서산시,31931,44210,6279400556,강좌,0416662942,True
3,경기,기타종목,41,김선형,"슬로피아 2층,4층(금곡동)",2356,굿컴퍼니(별별생활체육센터),1,경기도 수원시 권선구 금호로23번길 21,수원시,16398,41110,4018801194,강좌,0312912171,True
21,서울,탁구,11,권수경,657번지,2357,권일태권도아카데미,15941,서울 중랑구 신내2동 신내9단지신내아파트 901-912,중랑구,131789,11260,2049331238,강좌,0234221179,True
77,경기,발레,41,김애란,푸르지오상가 B03호(파주 푸르지오 아파트),2358,그라시아 무용전문학원,1,경기도 파주시 조리읍 내산길 55,파주시,10938,41480,7479200778,,,True
77,경기,발레,41,김희진,2층 그라시아 발레학원,2359,그라시아발레학원,1,경기도 연천군 연천읍 문화로56번길 17-41,연천군,11012,41800,7339701152,,,True
25,경기,헬스,41,김진규,풍림아이원플러스오피스텔 3층 301호(서현동),2360,그라운드피트니스,1,경기도 성남시 분당구 서현로 170,성남시,13590,41130,2238119533,,,True
22,부산,태권도,26,김형진,2층 기무 태권도 ,2361,기무5체육관,14851,부산 수영구 광안1동 689-9번지,수영구,613807,26500,6079162203,강좌,0517597599,True
76,광주,복싱,29,배승용,"4층, 금호디짐(금호동)",2362,금호디짐,2,광주광역시 서구 풍금로151번길 14,서구,62014,29140,2079492944,,,True
12,서울,수영,11,박원진,금호스포츠센터(상계동),2363,금호스포츠센타,1,서울특별시 노원구 상계로5길 32,노원구,1693,11350,2100836872,,,True
17,부산,유도,26,차헌정,(대연동) 지하1층 금호유도관,2364,금호유도관,1,부산광역시 남구 수영로 174,남구,48460,26290,7779500479,,,True
22,전남,태권도,46,남영복,금호태권도장,2365,금호태권도,1,전라남도 해남군 해남읍 동초길 23,해남군,59027,46820,1859001728,,,True
22,대구,태권도,27,홍순관,402호(사수동),2366,금호태권스쿨,23163,대구광역시 북구 내곡로 81,북구,41493,27230,7729000237,,,True
22,인천,태권도,28,이창민,(십정동),2367,기드온 태권스쿨,19286,인천광역시 부평구 경원대로1130번길 18,부평구,403843,28237,1229256793,,,True
22,충북,태권도,43,박승기,2505번지 2층,2368,기륜태권도,9105,충북 청주시 흥덕구 봉명동,청주시,361300,43110,3019099649,,,True
22,강원,태권도,51,박경철,,2369,금호체육관,3686,강원 춘천시 온의동 65-56,춘천시,200190,51110,2219005393,강좌,0332421146,True
22,인천,태권도,28,정현민,5층 리더스태권도(용현동),2370,리더스태권도,1,인천광역시 미추홀구 낙섬동로 144,미추홀구,22176,28170,3389601493,강좌,,True
22,경기,태권도,41,양은영,미성프라자 2층 기백 용인대 태권도(선부동),2371,기백용인대태권도장,23835,경기도 안산시 단원구 선삼로 32,안산시,15213,41270,6929200202,,,True
22,부산,태권도,26,허종석,1176  상가4층 407호 ,2372,기백태권도,16387,부산 사하구 하단1동 가락타운3단지아파트 301-324 ,사하구,604763,26380,6039050843,,,True
1,강원,검도,51,김현진,5층 (퇴계동),2373,기검관,15519,강원특별자치도 춘천시 김유정로 1861,춘천시,24432,51110,2219068516,강좌,0332435157,True
12,서울,수영,11,구연창,1466번지 기쁜우리체육센터,2374,기쁜우리체육센터,15438,서울 강서구 가양동,강서구,157200,11500,1098209060,,,True
22,경기,태권도,41,곽태원,2층 기아특전태권도(소하동),2375,기아특전태권도,1,경기도 광명시 영당안로 50,광명시,14333,41210,1409119106,,,True
22,경북,태권도,47,조래현,(정평동),2376,기운찬 태권도장,15304,경상북도 경산시 대학로9길 5,경산시,38653,47290,5159078729,,,True
2,부산,골프,26,정경자,2층 기장골프존아카데미,2377,기장골프존아카데미,1,부산광역시 기장군 기장읍 차성로 314,기장군,46061,26710,3827900460,,,True
22,부산,태권도,26,김종삼,3층라온태권도,2378,기장라온태권도,2,부산광역시 기장군 기장읍 차성로344번길 8,기장군,46061,26710,4199400601,,,True
22,부산,태권도,26,김용덕,132-1번지 농협3층,2379,기장비호체육관,9920,부산 기장군 기장읍 동부리,기장군,619905,26710,6219103103,,,True
13,부산,스쿼시,26,정대훈,2층,2380,기장스쿼시아카데미,1,부산광역시 기장군 기장읍 차성로 231,기장군,46069,26710,1113354731,,,True
22,부산,태권도,26,전경덕,"202호,203호 기품태권도(신호동)",2381,기품 태권도,1,부산광역시 강서구 신호산단2로27번길 3,강서구,46759,26440,5079744983,,,True
76,강원,복싱,51,이경훈,4층 아트복싱체육관(후평동),2382,아트복싱체육관 후평점,1,강원특별자치도 춘천시 후만로 77,춘천시,24304,51110,2139012175,강좌,,True
22,경기,태권도,41,이천우,5층(장곡동),2383,기품태권도,1,경기도 시흥시 장현능곡로 11,시흥시,14996,41390,5219801309,,,True
12,광주,수영,29,유한,"지하1,2층(운남동)",2384,금호타이어복지관수영장,1,광주광역시 광산구 목련로 211,광산구,62318,29200,7688501698,강좌,0629529090,True
22,대구,태권도,27,사공지영,2층(대현동),2385,기품있는태권도,1,대구광역시 북구 대현남로2길 38,북구,41574,27230,5489101678,강좌,0539561020,True
77,인천,발레,28,강예령,3층 루원R무용학원(신현동),2386,루원R무용학원,1,인천광역시 서구 새오개로111번안길 31,서구,22779,28260,1599001812,강좌,0325725342,True
3,제주,기타종목,50,고유미,에스(에스디빌 101),2387,미니핏다이어트,1,제주특별자치도 제주시 조천읍 신북로 60,제주시,63337,50110,5051857304,강좌,,True
79,경기,필라테스,41,진혜원,5층 필라테스혜요(토평동),2388,기구필라테스혜요,1,경기도 구리시 벌말로 186,구리시,11945,41310,6293301225,강좌,,True
21,광주,탁구,29,진미덕,금호동 341-1 금호탁구교실(금호동),2389,금호탁구교실,2,광주광역시 서구 금호심곡길 6,서구,62007,29140,4101689902,강좌,0623713883,True
75,대구,합기도,27,심규룡,605호,2390,기무관합기도,1,대구광역시 달성군 현풍읍 테크노상업로 68,달성군,43017,27710,4749501244,강좌,0536149619,True
22,광주,태권도,29,정연수,"상가 201호(비아동, 하남지구 호반아파트)",2391,기합소리태권도장,1,광주광역시 광산구 비아로 185,광산구,62238,29200,7569001684,,,True
12,강원,수영,51,신현찬,1층 그랑블루 어린이수영장(반곡동),2392,그랑블루 어린이수영장,1,강원도 원주시 늘품로 213,원주시,26457,51130,7879201421,강좌,0339018888,True
21,경기,탁구,41,이미연,(공세동),2393,기흥FT탁구클럽,1,경기도 용인시 기흥구 공세로 140-3,용인시,17085,41460,3088275721,,,True
22,대구,태권도,27,배이환,대우빌딩5층 길라잡이 태권도장(침산동),2394,길라잡이 태권도장,1,대구광역시 북구 침산로 154,북구,41560,27230,8049300840,,,True
22,경남,태권도,48,최동열,"상가 302호(관동동, 팔판마을4단지푸르지오아파트)",2395,길라잡이 태권도장,1,경상남도 김해시 팔판로 93,김해시,50999,48250,6159090232,,,True
22,경북,태권도,47,조영섭, (용상동),2396,길라잡이태권도,15904,경상북도 안동시 중평길 42,안동시,36720,47170,5089020893,,,True
7,울산,댄스,31,진현희,7층 그라운디댄스학원(무거동),2397,그라운디댄스학원,1,울산광역시 남구 울밀로 2906,남구,44630,31140,5209600924,강좌,,True
22,대구,태권도,27,황현기,"ak그랑폴리스상가3층 길라잡이태권도장(유천동, 진천역 AK그랑폴리스)",2398,길라잡이태권도장,1,대구광역시 달서구 월배로11길 33,달서구,42763,27290,4699601195,,,True
7,대구,댄스,27,김민중,3층 그라운디 댄스학원(송현동),2399,그라운디 댄스학원,1,대구광역시 달서구 월배로 323,달서구,42742,27290,5099200313,,,True
7,부산,댄스,26,이애린,2층 그라운디댄스(명지동),2400,그라운디댄스,1,부산광역시 강서구 명지국제6로 286,강서구,46773,26440,7719701493,,,True
7,경남,댄스,48,감미,그라운디댄스학원(평안동),2401,그라운디댄스아카데미,1,경상남도 창원시 진해구 백구로 60,창원시,51676,48120,2729500222,,,True
77,대전,발레,30,윤효규,대덕프라자501호(둔산동),2402,그랑발레아카데미학원,1,대전광역시 서구 둔산로 130,서구,35241,30170,3029504422,강좌,0424847543,True
77,광주,발레,29,김수정,선두빌딩 6층 그랑무용학원(문흥동),2403,그랑무용학원,1,광주광역시 북구 서하로 389,북구,61129,29170,6429300295,,,True
3,충북,기타종목,43,장경석,3층,2404,그랑프리짐무에타이,1,충청북도 청주시 흥덕구 옥산면 청주역로 632,청주시,28113,43110,3170356854,,,True
25,경남,헬스,48,조영재,그래비티,2405,그래비티,1,경상남도 양산시 물금읍 가촌로 58,양산시,50603,48330,3802200010,,,True
22,대구,태권도,27,조봉석,5층 그랜드무예태권도(구암동),2406,그랜드무예태권도,1,대구광역시 북구 구암로65길 8,북구,41424,27230,2609601491,,,True
22,대구,태권도,27,백경수,"국우동 부영1차아파트 상가 203호(국우동, 부영아파트)",2407,그랜드무예태권도장 2관,1,대구광역시 북구 학정동로 7,북구,41420,27230,3019518108,,,True
17,경기,유도,41,김지연,2층(새솔동),2408,그랜드유도멀티짐,1,경기도 화성시 큰나래2길 4-8,화성시,18241,41590,1019963258,,,True
78,인천,요가,28,심연순,3층(효성동),2409,그레이스 요가,1,인천광역시 계양구 길마로 35,계양구,21093,28245,1772601143,,,True
3,전남,기타종목,46,조혜선,501호(빛가람동),2410,그레이스폴스튜디오,1,전라남도 나주시 빛가람로 731,나주시,58217,46170,4612800422,,,True
3,서울,기타종목,11,채희강,2층 주짓수(신사동),2411,그레이시 바하 주짓수 TEAM KMK ,1,서울특별시 은평구 가좌로 327,은평구,3440,11380,7856300047,,,True
3,인천,기타종목,28,유세현,LS타워 501호(중산동),2412,그레이시 주짓수 영종,1,인천광역시 중구 하늘달빛로 80,중구,22402,28110,2684800480,,,True
25,전북,헬스,52,이성훈,전라북도 전주시 완산구 삼천동 강변로 78 4층(삼천동1가),2413,굿바디휘트니스센타,1,전라북도 전주시 완산구 강변로 78,전주시,55086,52110,1161812131,강좌,0632241560,True
17,광주,유도,29,임금례,"상가동지하101호(양산동, 일신 2차 아파트)",2414,그레이시주짓수광주,1,광주광역시 북구 상촌로43번길 30,북구,61022,29170,5199600550,,,True
14,서울,에어로빅,11,전소영,2층 그루브댄스아카데미(독산동),2415,그루브댄스아카데미,1,서울특별시 금천구 독산로 215,금천구,8617,11545,1199100511,,,True
22,부산,태권도,26,정준은,2층 그린태권도장(화명동),2416,그린 태권도장,24145,부산광역시 북구 산성로 88-1,북구,46529,26320,3999300197,,,True
71,경기,승마,41,목진혁외 1명,시티즌랜드,2417,그랜드 승마장,23939,경기도 파주시 법원읍 만월로675번길 90,파주시,10806,41480,1282672215,강좌,,True
7,경남,댄스,48,허소진,그라운디2층 경남실용댄스,2418,그라운디2층 경남실용댄스,1,경상남도 거창군 거창읍 김천2길 5,거창군,50147,48880,3862201472,강좌,,True
79,경남,필라테스,48,문소희,401~403(자은동),2419,진해더클래식필라테스&요가,21979,경상남도 창원시 진해구 냉천남로 3,창원시,51592,48120,6092193126,강좌,0555515874,True
77,인천,발레,28,박희정,3층(산곡동),2420,그랑발레 무용학원,1,인천광역시 부평구 마장로324번길 78,부평구,21362,28237,2189875337,강좌,0325040222,True
3,대구,기타종목,27,황영진,4층 402호 그레이트짐(율하동),2421,그레이트짐,1,대구광역시 동구 안심로22길 54,동구,41105,27140,3354600414,강좌,0539656255,True
22,경기,태권도,41,이상훈,2층 (와동),2422,길가온태권도장,4714,경기도 안산시 단원구 화정천동로 378,안산시,15252,41270,1349192999,강좌,0314032177,True
2,경기,골프,41,이재신,3층그린골프(입북동),2423,그린골프 연습장,1,경기도 수원시 권선구 입북로43번길 8,수원시,16367,41110,2168800087,,,True
3,경기,기타종목,41,최진형,메가플러스 빌딩 B동 316호(상동),2424,그린나래장애아동발달센터,1,경기도 부천시 상동로 90,부천시,14545,41190,8619201597,,,True
17,경북,유도,47,박소예,대경빌딩5층,2425,그린유도멀티짐,1,경상북도 경산시 하양읍 하양로 111,경산시,38434,47290,3369301161,,,True
20,경기,축구,41,김형중,2층 그린축구운동발달센터(사송동),2426,그린축구운동발달센터,1,경기도 성남시 수정구 사송로 60,성남시,13446,41130,4029729300,,,True
21,서울,탁구,11,황연섭,2층 그린탁구장(역촌동),2427,그린탁구장,26088,서울특별시 은평구 연서로 65,은평구,3417,11380,1101256497,,,True
22,제주,태권도,50,손주형,1984-9번지 3층 그린체육관,2428,그린태권도,8844,제주 제주시 화북1동,제주시,690061,50110,6169243814,,,True
22,광주,태권도,29,김명준,본죽 2층 그린태권도(학동),2429,그린태권도장,1,광주광역시 동구 남문로 677,동구,61464,29110,3319100732,,,True
25,제주,헬스,50,양선미,그린휘트니스,2430,그린휘트니스,1,제주특별자치도 서귀포시 표선면 표선중앙로43번길 22-3,서귀포시,63629,50130,7173001104,,,True
77,경기,발레,41,원미소,미진프라자 2층 그림발레학원(천송동),2431,그림발레학원,1,경기도 여주시 강변북로 12,여주시,12639,41670,6539101854,,,True
22,경남,태권도,48,강정문,상가2층 205호(양산극동아파트),2432,극동 태권스쿨,25653,경상남도 양산시 동면 계석로 10,양산시,50636,48330,6219163611,,,True
76,서울,복싱,11,김춘석,지하1층 극동서부권투체육관(신월동),2433,극동서부권투체육관,1,서울특별시 양천구 신월로 170,양천구,8064,11470,1179137628,,,True
22,충북,태권도,43,김창열,,2434,극동체육관,6275,충북 제천시 관전로1길 35,제천시,390210,43150,3049840390,,,True
3,부산,기타종목,26,현성호,8층 806호(좌동),2435,극진공수도 ,1,부산광역시 해운대구 양운로 98,해운대구,48106,26350,6173753316,강좌,0517046551,True
22,경남,태권도,48,김현진,우성상가 4층 401호(풍호동),2436,극동태권도장,21346,경상남도 창원시 진해구 충장로 575-3,창원시,645750,48120,6099230835,,,True
22,대전,태권도,30,박성빈,2층 극동태권도장 (석교동),2437,극동태권도장,20160,대전광역시 중구 돌다리로8번길 63,중구,301821,30140,3059249766,,,True
22,경남,태권도,48,박재현,2층1호 극동태권도(신안동),2438,극동태권도장 (7관),1,경상남도 진주시 평거로85번길 2,진주시,52697,48170,6139132742,,,True
3,인천,기타종목,28,조광우,1층(송림동),2439,극진가라데 킥복싱,1,인천광역시 동구 금곡로82번길 26,동구,22567,28140,3862800816,,,True
3,경기,기타종목,41,이진경,3층 극진공수도(상동),2440,극진공수도,1,경기도 부천시 중동로85번길 7,부천시,14625,41190,1304752482,,,True
3,경기,기타종목,41,윤현수,3층 극진공수도 의정부도장(의정부동),2441,극진공수도(kyokushin karate) 의정부도장 ,1,경기도 의정부시 평화로552번길 29,의정부시,11692,41150,1194300316,,,True
22,경남,태권도,48,김진아,4-1번지 현대건설상가 2층 극동체육관,2442,품태권도장 창원반림점,9787,경남 창원시 반림동,창원시,641180,48120,6099175102,강좌,,True
25,전남,헬스,46,박대순,리얼헬스,2443,리얼스포츠,1,전라남도 장흥군 장흥읍 문림로 9,장흥군,59324,46800,8072500821,강좌,0618637996,True
22,전남,태권도,46,임장훈,1층(대양동),2444,근화태권도장,1,전라남도 목포시 산양로 53,목포시,58604,46110,5769700642,,,True
23,인천,테니스,28,이일순,중앙프라자 8층 글로벌 실내테니스 아카데미(구월동),2445,글로벌 실내테니스 아카데미,1,인천광역시 남동구 선수촌공원로 37,남동구,21582,28200,4524700735,,,True
22,경기,태권도,41,송호열,대영메디칼아카데미 6층(장기동),2446,글로벌 태권도,1,경기도 김포시 김포한강2로 222,김포시,10083,41570,8899701120,,,True
22,세종,태권도,36,변영화,메가시티 3층 317호(종촌동),2447,글로벌 태권도 세종도장,1,세종특별자치시 도움1로 106,세종시,30064,36110,5789700589,,,True
23,인천,테니스,28,임대일,대광빌딩 지하1층 글로벌실내테니스장(동춘동),2448,글로벌 테니스아카데미,1,인천광역시 연수구 먼우금로 92,연수구,21972,28185,1057800342,,,True
22,인천,태권도,28,이지현,201호 글로벌 파워점핑 줄넘기(송도동),2449,글로벌 파워점핑 줄넘기&태권도,1,인천광역시 연수구 인천타워대로54번길 15-3,연수구,22000,28185,5159579607,,,True
2,전북,골프,52,김범영,지곡동(지곡동),2450,그린OA시스템,1,전라북도 군산시 상지곡안3길 31,군산시,54103,52130,4011579117,강좌,,True
22,경남,태권도,48,한재형,"(내동, 동우상가) 502호 극동본관체육관",2451,극동본관체육관,1,경상남도 창원시 성산구 연덕로184번길 32,창원시,51527,48120,6099176061,강좌,0552660076,True
3,전북,기타종목,52,양소영,2층 극진공수도(효자동1가),2452,극진공수도,1,전라북도 전주시 완산구 효동3길 23,전주시,55094,52110,1635200289,강좌,,True
3,강원,기타종목,51,신현주,2층,2453,샤크스피닝,1,강원특별자치도 영월군 영월읍 분수대길 28,영월군,26237,51750,6072816914,강좌,,True
22,경기,태권도,41,권민제,2층 글로벌 단대태권도(단대동),2454,글로벌단대태권도장,1,경기도 성남시 수정구 논골로 33,성남시,13139,41130,2339801232,,,True
22,경기,태권도,41,연강흠,1219번지 5층(부곡동),2455,글로벌박사 경희대태권도장,22459,경기도 군포시 삼성로 6,군포시,15874,41410,1239237218,,,True
23,인천,테니스,28,정비추리,글로벌실내테니스장1층(고잔동),2456,글로벌실내테니스장,1,인천광역시 남동구 앵고개로697번길 22-1,남동구,21677,28200,4951101542,,,True
22,대구,태권도,27,남기수,새론빌딩5층(각산동),2457,글로벌아이 태권스쿨,22772,대구광역시 동구 과학로13길 16,동구,41063,27140,5029275768,,,True
22,경기,태권도,41,김홍규,8단지 상가 2층 (고잔동),2458,글로벌태권도,1,경기도 안산시 단원구 당곡3로 20,안산시,15338,41270,2599301340,,,True
22,서울,태권도,11,손영우,5층 글로벌태권도(대림동),2459,글로벌태권도장,1,서울특별시 영등포구 대림로 245,영등포구,7377,11560,4509301318,,,True
10,강원,볼링,51,김경화,금강산 볼링장,2460,금강산볼링장,1,강원도 철원군 동송읍 이평로131번길 1,철원군,24013,51780,1273263470,강좌,0334550079,True
22,세종,태권도,36,신지연,3층 글로벌태권도장(종촌동),2461,글로벌태권도장 종촌관,2,세종특별자치시 도움1로 106,세종시,30064,36110,5789700589,,,True
22,서울,태권도,11,이종남,303호 글로벌태권스쿨(신림동),2462,글로벌태권스쿨,1,서울특별시 관악구 조원로 128,관악구,8762,11620,1129511295,,,True
22,경기,태권도,41,안준희,401호(도마교동),2463,금강 전진효 태권도,1,경기도 군포시 송부로 36,군포시,15885,41410,5809500744,,,True
25,경남,헬스,48,서창목,금강사우나,2464,금강사우나,1,경상남도 거창군 거창읍 소만4길 31-7,거창군,50135,48880,8092200995,,,True
25,경기,헬스,41,김현수,2층 금강산 헬스클럽(상패동),2465,금강산헬스클럽,1,경기도 동두천시 어수로 47-41,동두천시,11339,41250,2084107935,,,True
2,충남,골프,44,오병필,금강스크린골프(금흥동),2466,금강스크린골프,1,충청남도 공주시 연수원길 26-9,공주시,32589,44150,8897300386,,,True
22,전남,태권도,46,김종인,2층 금강인성태권도,2467,금강인성태권도장,1,전라남도 광양시 광양읍 용강1길 43,광양시,57746,46230,1879000235,,,True
22,전남,태권도,46,정희철,의병로 145-3,2468,금강체육관,15582,전남 담양군 창평면,담양군,517880,46710,4099179610,,,True
22,전남,태권도,46,박미정,578-7,2469,금강체육관,8810,전남 구례군 구례읍 백련리,구례군,542802,46730,4169118815,,,True
22,세종,태권도,36,전찬혁,"상가A동 2층 금강 태권도(나성동, 나릿재마을 3단지)",2470,금강태권도,1,세종특별자치시 국세청로 45,세종시,30128,36110,6849101426,,,True
22,충북,태권도,43,양승관,2층(봉명동),2471,금강태권도,21279,충청북도 청주시 흥덕구 봉명로 143,청주시,361816,43110,3399300026,강좌,0432627470,True
22,전남,태권도,46,김영수,서평로 61 대성빌딩 201호,2472,금강태권도,8739,전남 광양시 광양읍,광양시,545800,46230,4169117460,강좌,,True
22,세종,태권도,36,장진규,"상가동 1층 금강태권도파워점핑(집현동, 새나루마을8단지)",2473,금강태권도 파워점핑,1,세종특별자치시 집현서로 16,세종시,30141,36110,7049301568,,,True
22,경기,태권도,41,강원준,(조남동) 7층 701호~704호,2474,금강태권도 효 교육관,24704,경기도 시흥시 수풀안길 22,시흥시,14986,41390,7799000373,,,True
22,서울,태권도,11,최남규,"비선상가3층 금강태권도장(공릉동, 비선아파트)",2475,금강태권도장,1,서울특별시 노원구 화랑로51길 78,노원구,1799,11350,2179074343,,,True
22,울산,태권도,31,김상선,2층 금강태권도(전하동),2476,금강태권도장,1,울산광역시 동구 바드래길 98,동구,44035,31170,6209096825,,,True
22,서울,태권도,11,이윤중,(신길동),2477,금강태권도장,18501,서울특별시영등포구도신로60길 26,영등포구,150839,11560,1089212178,,,True
22,전남,태권도,46,남봉석,서교동691번지,2478,금강태권도장,3920,전남 여수시,여수시,550130,46130,4179138959,,,True
22,전남,태권도,46,박미복,546-5 ,2479,금강태권도체육관,4256,전남 순천시 조곡동 ,순천시,540110,46150,4169065631,,,True
22,대전,태권도,30,노진원,(탄방동),2480,충효태권도장,1,대전광역시 서구 문정로 100,서구,35256,30170,3869901509,강좌,0424721510,True
75,광주,합기도,29,이용희,3층 금강합기도(쌍촌동),2481,금강합기도,1,광주광역시 서구 내방로 248,서구,61967,29140,4521600537,,,True
75,부산,합기도,26,김성덕,2층 (구평동),2482,금강합기도,8929,부산광역시 사하구 서포로30번길 10,사하구,49459,26380,6031180153,,,True
22,전남,태권도,46,김원호,전라남도 나주시 나주로 83-16(송월동)3층(송월동),2483,금계체육관,23524,전라남도 나주시 나주로 83-16,나주시,58259,46170,4029527308,,,True
3,서울,기타종목,11,이승우,2층 (신림동),2484,금강태권도,4648,서울특별시 관악구 남부순환로151길 41,관악구,8761,11620,1199140885,강좌,028665520,True
25,인천,헬스,28,황인수,2층 S.O GYM1호점,2485,에스오짐(S.O GYM)1호점,1,인천광역시 강화군 강화읍 강화대로 199,강화군,23027,28710,8291602297,강좌,,True
22,대구,태권도,27,최윤석,백조스퀘어501호(연경동),2486,글로벌태권스쿨,1,대구광역시 북구 연경중앙로3길 17,북구,41409,27230,4289601398,강좌,0539829111,True
22,경남,태권도,48,임순옥,함양읍교산리976-3번지,2487,금강체육관,3978,경남 함양군 함양읍 교산리976-3번지,함양군,676800,48870,6119019988,강좌,,True
3,부산,기타종목,26,안주현,1891-4 3층 국술원(금곡동),2488,금곡도장,22934,부산광역시 북구 화명신도시로 210,북구,46520,26320,6063549593,,,True
