main_event_cd,city_nm,main_event_nm,city_cd,pres_nm,faci_daddr,row_num,facil_nm,facil_sn,road_addr,local_nm,faci_zip,local_cd,brno,facil_gbn_nm,res_telno,voucher
78,경남,요가,48,박미선,2층,1,365건강드림운동센터,1,경상남도 진주시 진성면 동부로 1316,진주시,52621,48170,7422900920,,,True
79,경기,필라테스,41,이철우,종성빌딩 2층 3포인트짐(호평동),2,3포인트짐,1,경기도 남양주시 호평로45번길 38,남양주시,12147,41360,7380300940,,,True
73,대구,야구,27,최영열,4번타자 베이스볼(장기동),3,4번타자,1,대구광역시 달서구 문화회관5길 12,달서구,42699,27290,8731900716,,,True
76,충남,복싱,44,김지영,지하1층 복싱클럽,4,5310복싱클럽,1,충청남도 태안군 태안읍 동문1길 70,태안군,32143,44825,6829000690,,,True
3,전남,기타종목,46,문남정,2층 55점핑(학동),5,55점핑&다이어트찜질,1,전라남도 여수시 무선로 12,여수시,59672,46130,5690402131,,,True
12,광주,수영,29,김태현,1층(금호동),6,573스위밍풀,1,광주광역시 서구 금호만호길 45-33,서구,62009,29140,3919000760,,,True
12,광주,수영,29,김광우,1층 573스위밍풀 효천점(임암동),7,573스위밍풀 효천점,1,광주광역시 남구 효천길 3,남구,61754,29155,4939301687,,,True
4,서울,농구,11,오다연,B2(홍제동),8,59스포츠,1,서울특별시 서대문구 통일로 448,서대문구,3629,11410,3740901669,,,True
78,경기,요가,41,이은자,경기도 이천시 샘재로 155번지 동춘빌딩 4층 빠딴잘리요가원,9,679  06  01675,1,경기도 이천시 장호원읍 샘재로 155,이천시,17418,41500,6790601675,,,True
3,인천,기타종목,28,배선호,357중앙빌딩5층,10,707특공무술,14766,인천 연수구 선학동,연수구,406090,28185,1312034971,,,True
25,부산,헬스,26,이창현,"3층 808피트니스(암남동, 송도혜성주상복합빌딩)",11,808피트니스,1,부산광역시 서구 충무대로 24,서구,49269,26140,8433200451,,,True
76,경기,복싱,41,최낙천,(포승삼부르네상스2단지) 2층,12,88복싱클럽 ,1,경기도 평택시 포승읍 여술로43번길 18,평택시,17954,41220,5069606994,,,True
78,제주,요가,50,고영숙,2층 소마요가원,13,소마요가원,1,제주특별자치도 제주시 구좌읍 일주동로 3715,제주시,63364,50110,4453500729,강좌,0647823198,True
3,인천,기타종목,28,유정민,4층 99스피닝(가정동),14,99스피닝,1,인천광역시 서구 가정로 376,서구,22777,28260,4113011704,,,True
20,전남,축구,46,김형필,99풋살장(연향동),15,99실내풋살장,1,전라남도 순천시 덕암길 106,순천시,57991,46150,6765400305,,,True
22,전남,태권도,46,홍정훈,"상가3층 303-2호(연향동, 대우아파트)",16,ABC태권스쿨,22991,전라남도 순천시 연향2로 55,순천시,57976,46150,7059800102,,,True
22,대구,태권도,27,이윤석, 1941번지,17,ALL바른 태권도,3491,대구 달서구 송현1동,달서구,704341,27290,5149133987,,,True
22,경남,태권도,48,방종운,"402, 403호 (남문동)",18,ALL바른태권도장,1,경상남도 창원시 진해구 웅천동로106번길 7,창원시,51617,48120,6899501133,,,True
25,경남,헬스,48,김영준,아주스타타워 7층(칠암동),19,AJ스파휘트니스,1,경상남도 진주시 동진로 22,진주시,52726,48170,3833700968,강좌,0557617112,True
3,전남,기타종목,46,박희철,205호 (학동),20,AT주짓수,1,전라남도 여수시 무선로 6,여수시,59672,46130,8253000046,,,True
4,경기,농구,41,박지원,"801호(수내동, 수내동 다운타운)",21,AWESOME 스포츠 아카데미 ,1,경기도 성남시 분당구 백현로 97,성남시,13595,41130,5189901561,,,True
6,울산,롤러인라인,31,안종호,6층,22,A미코스텔라 인라인클럽(인라인강습),2,울산광역시 남구 신복로72번길 28-23,남구,44600,31140,3584800541,,,True
76,울산,복싱,31,김태호,4층(동부동),23,B.K복싱,20581,울산광역시 동구 동해안로 43,동구,44006,31170,6209098406,,,True
3,경남,기타종목,48,김미선,2층(상동동),24,B.T.S유소년스포츠클럽,1,경상남도 거제시 거제중앙로 1739,거제시,53287,48310,1552300992,,,True
76,울산,복싱,31,이광은,(달동),25,BA복싱클럽,18646,울산 남구 왕생로,남구,680805,31140,6109198314,,,True
17,경기,유도,41,박윤기,603호(비전동),26,(JNS)유도체육관,1,경기도 평택시 비전2로 200,평택시,17854,41220,6369101790,강좌,,True
4,경기,농구,41,백승신,BBC 농구교실(반정동),27,BBC농구교실,1,경기도 화성시 반정로153번길 3-1,화성시,18374,41590,7895300211,,,True
25,부산,헬스,26,김찬수,호박유통 4층(대연동),28,BD Fitness(비디 피트니스),1,부산광역시 남구 못골번영로50번길 20,남구,48437,26290,4314200392,,,True
76,경기,복싱,41,조환영,덕문빌딩 2층 BEAT복싱 체육관(괴안동),29,BEAT복싱 역곡,1,경기도 부천시 경인로536번길 49,부천시,14679,41190,8979000268,,,True
20,전북,축구,52,안광수,A클래스풋살클럽(호성동1가),30,A클래스풋살클럽,1,전라북도 전주시 덕진구 지행당길 114,전주시,54817,52110,5068212596,강좌,,True
76,경기,복싱,41,김명현,로뎀타워 302호(별내동),31,3R복싱,1,경기도 남양주시 별내중앙로 34,남양주시,12113,41360,1329278488,강좌,0315749879,True
79,경기,필라테스,41,김영태,라온빌딩3층 301호 포엠필라테스,32,4m필라테스,1,경기도 남양주시 진접읍 해밀예당1로 50-74,남양주시,12066,41360,1850500664,강좌,0315755411,True
22,울산,태권도,31,박경민,3층 5관금강태권도(중산동),33,5관금강태권도,1,울산광역시 북구 중산서로 18,북구,44213,31200,7399300298,강좌,0522937250,True
22,경기,태권도,41,문주만,(수택동) 지층 101호,34,태신태권도장 주짓수 24짐,15007,경기도 구리시 경춘로276번길 33-6,구리시,11930,41310,1329079687,강좌,,True
76,경북,복싱,47,문봉교,BK복싱클럽 (평화동),35,BK복싱클럽,18214,경상북도 김천시 평화3길 34,김천시,740982,47150,5109032112,,,True
76,경남,복싱,48,장권복,대흥빌딩 501호,36,BK비스트GYM,1,경상남도 김해시 진영읍 장등로 9,김해시,50862,48250,3387000325,,,True
75,경남,합기도,48,김민규,2층 합기도(지내동),37,BK합기도 7관,1,경상남도 김해시 분성로727번길 2,김해시,50827,48250,6029405061,,,True
25,경기,헬스,41,김지호,굿모닝 프라자 401호 (BM)(서현동),38,BM (비엠),1,경기도 성남시 분당구 분당로263번길 35,성남시,13587,41130,1293706960,,,True
76,경기,복싱,41,정명언,3층 BMP복싱,39,BMP복싱,1,경기도 김포시 통진읍 조강로36번길 6,김포시,10018,41570,7739200291,,,True
20,부산,축구,26,김민숙,2층 (BNG 축구클럽)(남천동),40,BNGFC 축구클럽,1,부산광역시 수영구 수영로 407,수영구,48316,26500,2014800565,,,True
22,세종,태권도,36,이권복,지하1층(도담동),41,BOK태권도,1,세종특별자치시 보듬8로 39,세종시,30098,36110,4999601196,,,True
3,대구,기타종목,27,허지원,3층(범물동),42,  국민재활발달센터,1,대구광역시 수성구 범안로 54,수성구,42242,27260,2229201531,,,True
76,경기,복싱,41,전성배,2층 SB복싱멀티짐(가좌동),43, (구)SB복싱멀티짐,1,경기도 고양시 일산서구 가좌로 10,고양시,10208,41280,1239532330,,,True
76,충북,복싱,43,최재식,(연수동) 3층,44, 강성 체육관 킥복싱 무에타이,18888,충청북도 충주시 계명대로 228,충주시,27372,43130,3039064210,,,True
12,울산,수영,31,홍성임,(화정동),45, 동구국민체육센터,1,울산광역시 동구 봉수로 153,동구,44021,31170,5188200185,,,True
3,전북,기타종목,45,한경욱,5층 익산엑스짐(영등동),46, 익산엑스짐,1,전라북도 익산시 고봉로 308,익산시,54545,45140,6031379475,,,True
3,전남,기타종목,46,이춘남,2층,47, 캡스톤주짓수,1,전라남도 장흥군 장흥읍 중앙로 7,장흥군,59327,46800,7683501112,,,True
76,경남,복싱,48,박성우,2층 201호(평거동),48,(#)복싱짐,1,경상남도 진주시 진양호로 91,진주시,52649,48170,8929400897,,,True
78,경남,요가,48,최희리,(고현동),49,(CHK)씨에이치케이휘트니스,1,경상남도 거제시 중곡로 13,거제시,53249,48310,6121130278,,,True
17,대전,유도,30,유동훈,승호빌딩 501호(봉명동),50,(Dream ofJudo) 유성유도관,1,대전광역시 유성구 계룡로 150,유성구,34189,30200,1959900597,,,True
17,충북,유도,43,홍소라,2층 영동유도관,51,(Dreamofjudo)영동유도관,1,충청북도 영동군 영동읍 계산로 35-1,영동군,29144,43740,5569500737,,,True
22,경기,태권도,41,최동훈,"(고잔동, 고잔프라자 5층)",52,(HTS)경희대 석사 태권도장,9175,경기도 안산시 단원구 광덕4로 108,안산시,15458,41270,1349039186,,,True
22,대구,태권도,27,박종서,3층(유천동),53,(I.CAN) 아이캔태권도장,7917,대구광역시 달서구 조암남로 172-12,달서구,42761,27290,5149121818,,,True
17,경기,유도,41,염세진,태평양프라자 201호 Jns유도멀티짐(구갈동),54,(JNS)유도멀티짐,1,경기도 용인시 기흥구 강남로 9,용인시,16977,41460,8819300696,,,True
3,부산,기타종목,26,김동현,유진프라자 3층 302호 체육관(지사동),55,(JY.Grit5)제이와이.그릿파이브,1,부산광역시 강서구 과학산단로334번길 7,강서구,46743,26440,6230301216,,,True
22,경기,태권도,41,Ryu Jayden Jungki,"센타프라자 1083-2, 4층 402호(행신동)",56,(KHU) 경희대 태권도장,1,경기도 고양시 덕양구 중앙로 440,고양시,10486,41280,2539000809,,,True
3,서울,기타종목,11,김민영,지층층 101호 KSA한국체대입시학원(잠실동),57,(KSA)한국체대입시학원,1,서울특별시 송파구 백제고분로 63,송파구,5556,11710,7681801610,,,True
22,경기,태권도,41,나정현,1층k타이거즈(장지동),58,(ktigers)남동탄점(화성관),1,경기도 화성시 동탄장지천3길 3-6,화성시,18499,41590,2159517676,,,True
20,충남,축구,44,이삼심,천안풋살장(신부동),59,(가)천안W축구교실,25827,충청남도 천안시 동남구 가마골1길 12,천안시,31067,44130,6403600092,,,True
22,충남,태권도,44,전경섭,한성 하우시스 4층 ,60,(권곡동)사계절푸른솔태권도,16592,충남 아산시 권곡동 ,아산시,336030,44200,3129173608,,,True
3,서울,기타종목,11,정인기,WEWORK 선릉3호점 14층(대치동),61,(비대면)KEEPFIT,1,서울특별시 강남구 선릉로 428,강남구,6192,11680,8568100722,,,True
25,전남,헬스,46,최미순,세한대학교 학생복지회관 3층 세한스포츠클럽,62,(사) 세한스포츠클럽,22175,전라남도 영암군 삼호읍 녹색로 1113,영암군,58447,46830,8118200027,,,True
12,전남,수영,46,김명남,종합운동장,63,사강진스포츠클럽,1,전라남도 강진군 군동면 종합운동장길 60,강진군,59223,46810,8868200259,강좌,0614337333,True
9,인천,배드민턴,28,최종국,박촌체육문화센터(방축동),64,(사)계양스포츠클럽,1,인천광역시 계양구 박촌로 4,계양구,21021,28245,1228211744,강좌,0325487330,True
71,경남,승마,48,박성순,bk승마랜드,65,BK승마랜드,1,경상남도 김해시 대동면 대동로 949-64,김해시,50806,48250,6030188796,강좌,0553239688,True
22,서울,태권도,11,김태혁,건영아파트상가 2층 204호,66,건국대창헌태권도,17504,서울 노원구 상계동,노원구,139200,11350,2179132772,강좌,029375435,True
22,전북,태권도,52,김건태,2층 가온누리 태권도,67,(JTA)가온누리태권도,1,전라북도 순창군 순창읍 장류로 380,순창군,56041,52770,1059463105,강좌,,True
22,광주,태권도,29,윤오남,"203호(풍암동, 월드컵경기장)(풍암동)",68,(사)광주거점스포츠클럽,26725,광주광역시 서구 금화로 240,서구,62048,29140,5018243342,,,True
3,광주,기타종목,29,송태종,전천후게이트볼장 2층(치평동) 서구스포츠클럽,69,(사)광주광역시 서구 스포츠클럽,1,광주광역시 서구 상무누리로 123,서구,61953,29140,4038215256,,,True
78,전남,요가,46,안민주,건재로 185 동신대학교 체육관 329호(대호동),70,(사)나주스포츠클럽,1,전라남도 나주시 동신대길 113,나주시,58245,46170,3548200164,,,True
23,부산,테니스,26,김원식,부산종합실내테니스장 관리동2층 거점스포츠클럽(사직동),71,(사)부산광역시거점스포츠클럽,1,부산광역시 동래구 종합운동장로 35-6,동래구,47874,26260,3638200154,,,True
25,부산,헬스,26,이수웅,(사)부산중구스포츠클럽_구)중구웰빙체육관(영주동),72,(사)부산중구스포츠클럽,1,부산광역시 중구 영주로 89,중구,48905,26110,2018270575,,,True
25,부산,헬스,26,장용훈,사하구국민체육센터 1층 사무국(감천동),73,(사)사하스포츠클럽,1,부산광역시 사하구 감천로 68,사하구,49445,26380,3488200193,,,True
3,충남,기타종목,44,김영준,1층 아산한우리스포츠클럽(권곡동),74,(사)아산하키한우리스포츠클럽,1,충청남도 아산시 청운로 157,아산시,31515,44200,2268216022,,,True
20,경기,축구,41,최현주,(사)에프씨슈퍼평택,75,(사)에프씨슈퍼평택,1,경기도 평택시 안중읍 덕우2길 92-28,평택시,17815,41220,7968200131,,,True
73,경기,야구,41,손순종,종합운동장 내 38호(오산동),76,(사)오산스포츠클럽,27396,경기도 오산시 경기동로 15,오산시,18131,41370,1358216935,,,True
21,경북,탁구,47,박영철,1층 의성진스포츠클럽,77,(사)의성진스포츠클럽(탁구),1,경상북도 의성군 의성읍 충효로 104,의성군,37331,47730,6408200162,,,True
12,광주,수영,29,심우천,동구문화센타(소태동),78,(재)광주광역시동구문화관광재단(동구문화센타),26257,광주광역시 동구 남문로 646,동구,61498,29110,5118207265,강좌,0622258700,True
73,전남,야구,46,박종희,2층,79,(사)함평나비유소년야구스포츠클럽,1,전라남도 함평군 대동면 함장로 1377,함평군,57145,46860,1818200474,,,True
22,경남,태권도,48,김창선,5층(부곡동),80,(신)고려태권도,15538,경상남도 김해시 월산로 111-43,김해시,50977,48250,6159090469,,,True
9,광주,배드민턴,29,최회권,동강대학교 이공관 110호(두암동),81,(사)동강공공스포츠클럽,1,광주광역시 북구 동문대로 50,북구,61200,29170,4678200193,강좌,0625202444,True
22,전남,태권도,46,김정훈,4층 403호(풍덕동),82,(오천)경희대인성태권도,1,전라남도 순천시 순천만정원로 86,순천시,57995,46150,5849400583,,,True
22,대구,태권도,27,윤재민,"용산파크타운 1단지상가 2층 동양태권도(용산동, 용산파크타운)",83,(윤) 동양태권도 체육관,1,대구광역시 달서구 용산로 259,달서구,42625,27290,5039176496,,,True
6,부산,롤러인라인,26,박지훈,"4층, 본트인라인클럽(감전동)",84,(인라인강습)본트인라인클럽,1,부산광역시 사상구 사상로 78,사상구,46983,26530,8769201420,,,True
12,부산,수영,26,배영호,(재)부산광역시사회체육센터(우동),85,(재)부산광역시사회체육센타,27562,부산광역시 해운대구 APEC로 68,해운대구,48060,26350,6188203992,,,True
3,서울,기타종목,11,김인복,사회체육부(종로2가),86,(재)서울기독교청년회유지재단,16956,서울특별시 종로구 종로 69,종로구,3164,11110,1018203081,,,True
3,서울,기타종목,11,조기흥,9번지 3층 사회체육부,87,(재)서울기독교청년회유지재단(서울YMCA),16954,서울 종로구 종로2가 Y.M.C.A,종로구,110753,11110,1018203081,,,True
22,경기,태권도,41,안덕호,"(월피동,사랑빌딩2층)",88,(제이에스)JS태권도장,1636,경기도 안산시 상록구 광덕산안길 12,안산시,15258,41270,1349195318,,,True
12,경남,수영,48,송영훈,(양정동),89,(주) 대기공업 거제도해수보양온천,18070,경상남도 거제시 수양로 507,거제시,656806,48310,6128506143,,,True
21,울산,탁구,31,김홍식 ,3층 (사)울산동구공공스포츠클럽(화정동),90,(사)울산동구공공스포츠클럽 ,1,울산광역시 동구 대송로 140,동구,44074,31170,7208200231,강좌,0522339222,True
21,대구,탁구,27,권복만,남구국민체육센터 내(봉덕동),91,사대구남구스포츠클럽,1,대구광역시 남구 앞산순환로 686,남구,42503,27200,4038281509,강좌,0534767330,True
17,강원,유도,51,박승용,(사)양구유도스포츠클럽,92,(사)양구유도스포츠클럽,1,강원도 양구군 양구읍 박수근로 366-33,양구군,24519,51800,3648200365,강좌,0334828590,True
20,전북,축구,52,방희철,진영빌딩201호,93,(사)전북풋볼아카데미,1,전라북도 완주군 이서면 출판로 46-12,완주군,55365,52710,3748200076,강좌,0632211144,True
12,부산,수영,26,유재우,(사)신나는사상스포츠클럽(학장동),94,(사)신나는사상스포츠클럽,21125,부산광역시 사상구 가야대로196번길 51,사상구,617841,26530,6068212858,강좌,0513197304,True
9,경기,배드민턴,41,이희용,1층(신봉동),95,(사)용인스포츠클럽,1,경기도 용인시 수지구 신봉1로 181,용인시,16811,41460,5528200303,강좌,0318936584,True
12,부산,수영,26,변종준,부산진구 국민체육센터(전포동),96,사부산진구스포츠클럽,1,부산광역시 부산진구 진남로328번길 35,부산진구,47312,26230,5158211005,강좌,0517107628,True
25,경남,헬스,48,임상호,"강남빌딩 5,6층",97,(주) 아일랜드웰니스컴퍼니(죽림점),1,경상남도 통영시 광도면 죽림3로 43,통영시,53020,48220,7118501483,,,True
21,경기,탁구,41,권희선,6층 오렌지핑퐁(마두동),98,(주) 온타비 오렌지핑퐁,1,경기도 고양시 일산동구 강석로 153,고양시,10414,41280,1518602426,,,True
25,경기,헬스,41,이동진,청학프라자 3층(소하동),99,(주) 터닝포인트짐 소하점,1,경기도 광명시 소하로 88,광명시,14316,41210,2628500721,,,True
25,인천,헬스,28,이동진,10층 터닝포인트짐(청라동),100,(주) 터닝포인트짐 청라점,1,인천광역시 서구 중봉대로 594,서구,22736,28260,2468500447,,,True
12,경기,수영,41,추생진 이헌민,아이조아 수영장(송정동),101,(주) 한길 스포츠 컨설팅,1,경기도 광주시 수하길11번길 43,광주시,12741,41610,8548800889,,,True
25,광주,헬스,29,초효염,"(주)WE휘트니스 첨단점, 6층(쌍암동)",102,(주)WE휘트니스 첨단점,1,광주광역시 광산구 임방울대로826번길 29-31,광산구,62279,29200,2358502125,,,True
22,경북,태권도,47,이창동,행복빌1층,103,(주)경상북도올림푸스짐,1,경상북도 청도군 이서면 학산2길 68,청도군,38317,47820,2868100317,,,True
4,광주,농구,29,최문수,굿키즈농구교실(매곡동),104,(주)굿바디트레이닝,1,광주광역시 북구 초당로7번길 5,북구,61060,29170,2178150413,,,True
20,서울,축구,11,김태중,수암빌딩앞 레드타이거스포츠 풋살장 (중계동),105,(주)다락팩토리,19211,서울특별시 노원구 중계로12가길 29,노원구,139854,11350,2178142096,,,True
20,경남,축구,48,조정아,"401동1301호 외 계약 운동장(부곡동, 석봉마을4단지부영아파트)",106,(주)더하트점프,1,경상남도 김해시 능동로 117,김해시,50980,48250,2038800927,,,True
3,충남,기타종목,44,성열주,803-1(불당동),107,(주)도담,1,충청남도 천안시 서북구 검은들3길 46,천안시,31163,44130,4718101817,,,True
12,대구,수영,27,차도열,8층(지산동),108,(주)동아스포츠센터,2479,대구광역시 수성구 지범로 59,수성구,42204,27260,5028605728,,,True
76,대구,복싱,27,정희준,4층 달서복싱,109,(주)디에스그룹 대구달서복싱체육관 대곡점 ,3,대구광역시 달성군 화원읍 비슬로 2707-1,달성군,42952,27710,7778801897,,,True
76,대구,복싱,27,정희준,4층(이곡동),110,(주)디에스그룹-달서복싱.이곡헬스,1,대구광역시 달서구 달구벌대로 1328,달서구,42696,27290,7778801897,,,True
1,대전,검도,30,오승진,B101호(둔산동),111,(주)로열키즈 로키스포츠클럽,1,대전광역시 서구 둔산중로 38,서구,35241,30170,2998500155,,,True
4,서울,농구,11,김재호,9층 롯데몰 스포테인먼트 (진관동)(진관동),112,(주)롯데몰은평 스포츠포키즈,1,서울특별시 은평구 통일로 1050,은평구,3306,11380,6668601079,,,True
6,부산,롤러인라인,26,이태희,4층 펀펀짐 유소년스포츠센터(연산동),113,(주)루트컴퍼니 <펀펀짐 유소년스포츠센터 연제점>,1,부산광역시 연제구 월드컵대로 54,연제구,47590,26470,4738602438,,,True
12,강원,수영,51,정운순,SG프라자 지하1층 슈퍼키즈스윔(단계동),114,(주) 슈퍼키즈스윔,1,강원도 원주시 백간길 25,원주시,26409,51130,4078132605,강좌,0337357970,True
12,경기,수영,41,박인선,지하4층(조일프라자빌딩)(하안동),115,(주)맥슨,1,경기도 광명시 하안로288번길 15,광명시,14306,41210,5948800600,,,True
11,인천,빙상,28,박동규,선학국제빙상경기장(선학동),116,(주)메이저스포츠산업,1,인천광역시 연수구 경원대로 526,연수구,21908,28185,1288635155,,,True
79,강원,필라테스,51,안보영,덕산빌딩 204호 아이알필라테스(퇴계동),117,IR PILATES (아이알필라테스춘천),27668,강원도 춘천시 퇴계로 166,춘천시,24378,51110,7074000261,강좌,0332638624,True
3,부산,기타종목,26,한수진,2층 (반여동),118,(주)부바커 자전거 강습,1,부산광역시 해운대구 반여로 120,해운대구,48036,26350,4868701863,,,True
20,경기,축구,41,박재훈,175-1부천주니어 축구클럽(도당동),119,(주)부천주니어 축구클럽,1,경기도 부천시 평천로 797-7,부천시,14519,41190,7418600236,,,True
3,경남,기타종목,48,김세화,3층 비알뇌교육(해운동),120,(주)비알뇌교육 마산지점,27443,경상남도 창원시 마산합포구 월영남로 2,창원시,51769,48120,3128124355,,,True
3,대전,기타종목,30,김세화,"5층, BR뇌교육 둔산지점(둔산동)",121,(주)BR뇌교육 둔산지점,27432,대전광역시 서구 둔산남로9번길 39,서구,35234,30170,3128124355,강좌,0424841785,True
25,대구,헬스,27,정정환,"3층, 4층(만촌동)",122,(주) 피트니언스,1,대구광역시 수성구 달구벌대로 2575,수성구,42062,27260,8858800919,강좌,0537459988,True
22,경기,태권도,41,김계남,201호(덕풍동),123,(주)공감어울림,1,경기도 하남시 신장로 198,하남시,12971,41450,5208702385,강좌,0317944797,True
3,부산,기타종목,26,김세화,석하빌딩 4층 뇌교육(거제동),124,(주)비알뇌교육 사직지점,27423,부산광역시 연제구 미남로 7,연제구,47502,26470,3128124355,강좌,0515057752,True
76,경남,복싱,48,정우수,2층 로드FC,125,로드FC 거창점,1,경상남도 거창군 거창읍 거열로1길 25,거창군,50128,48880,8814100663,강좌,0559430815,True
25,경남,헬스,48,전병건,3층(하대동),126,건짐,1,경상남도 진주시 도동로 250,진주시,52767,48170,1413400102,강좌,,True
22,경북,태권도,47,김미영,1층(금곡동),127,경북대우성태권도장,1,경상북도 안동시 제비원로 171,안동시,36670,47170,6649600689,강좌,,True
20,부산,축구(풋살),26,정호철,창성빌딩 109호(명지동),128,(주)강서에프씨,1,부산광역시 강서구 명지오션시티9로 60,강서구,46762,26440,3558700518,강좌,0512078871,True
71,세종,승마,36,홍원재,(주)세종스테이블,129,(주)세종스테이블,1,세종특별자치시 장군면 평기큰골길 46-65,세종시,30052,36110,5248102667,,,True
12,인천,수영,28,양정은,401호(중산동),130,(주)슈퍼스타 스위밍 영종,1,인천광역시 중구 하늘별빛로65번길 8-21,중구,22397,28110,3408102211,,,True
12,충북,수영,43,박성원,용암동소라@상가지하층(용암동),131,(주)슈퍼키즈,23471,충청북도 청주시 상당구 원봉로 25,청주시,28778,43110,2078600153,,,True
3,경기,기타종목,41,김상묵,B1(주)시흥비젼센터(정왕동),132,(주)시흥비젼센터,1,경기도 시흥시 마유로 416,시흥시,15049,41390,1408171078,,,True
12,서울,수영,11,김길용,신사스포츠센터 1층(잠원동),133,(주)신사스포츠센터,1,서울특별시 서초구 나루터로 43,서초구,6515,11650,1148607664,,,True
3,대구,기타종목,27,신영미,동아아울렛 별관6층 강북동아문화센터(관음동),134,(주)씨에이이,1,대구광역시 북구 칠곡중앙대로 419,북구,41447,27230,5048618587,,,True
20,서울,축구,11,신현석,"상가 지하1층 아쏘축구센터(신월동, 삼성아파트)",135,(주)아슈먼컴퍼니,1,서울특별시 양천구 신월로10길 16,양천구,8065,11470,2518101514,,,True
3,경기,기타종목,41,윤태현,4층 아이공간(산본동),136,(주)아이공간 군포산본점,1,경기도 군포시 번영로 515,군포시,15865,41410,1238547983,,,True
12,경기,수영,41,백성욱,지하1층 아이풀수영장(망포동),137,(주)아이풀 망포지점,1,경기도 수원시 영통구 영통로 136,수원시,16691,41110,1358550986,,,True
12,충북,수영,43,배정임,아쿠아비앤케이(산남동),138,(주)아쿠아비앤케이,1,충청북도 청주시 서원구 원흥로 11-11,청주시,28629,43110,5138191762,,,True
79,경기,필라테스,41,김태민,지축아인시티 706호 아티스필라테스(지축동),139,(주)아티스 필라테스,1,경기도 고양시 덕양구 지축로 62,고양시,10585,41280,8548502076,,,True
6,충북,롤러인라인,43,최장용,(문화동),140,(주)애플스포츠,1,충청북도 충주시 사직산7길 10,충주시,27410,43130,4938701537,,,True
6,충남,롤러인라인,44,김근호,605호(불당동),141,(주)어뮤즈,2,충청남도 천안시 서북구 불당25로 146,천안시,31156,44130,2088801595,,,True
3,전북,기타종목,52,김세화,3층(서신동),142,(주)비알뇌교육 전주지점,27433,전라북도 전주시 완산구 서신로 48,전주시,54950,52110,3128124355,강좌,0632527703,True
25,경기,헬스,41,김수빈,지하1층(마두동),143,(주)에이플러스짐휘트니스,1,경기도 고양시 일산동구 일산로 229,고양시,10416,41280,4298802702,,,True
12,대전,수영,30,서유찬,"지하1층,2층(삼성동)",144,(주)에프스포렉스,1,대전광역시 동구 우암로 128,동구,34613,30110,3058631815,,,True
25,경남,헬스,48,황정우,6층 (주)엠크립(중부동),145,(주)엠크릿,21506,경상남도 양산시 양산역로 75,양산시,50629,48330,6218610667,,,True
3,경북,기타종목,47,장영희,양궁쉼터,146,(주)예천문화사업단,1,경상북도 예천군 예천읍 양궁장길 38,예천군,36830,47900,5138190690,,,True
17,인천,유도,28,김윤수,지하1층 강유유도관(학익동),147,강유유도관,1,인천광역시 미추홀구 매소홀로 466,미추홀구,22223,28170,1479300790,강좌,0327668901,True
22,충북,태권도,43,진언용,늘해찬 B/D  2. 3F (주)용인대월드태권도(하소동),148,(주)용인대월드태권도1관,1,충청북도 제천시 용두대로11길 22-4,제천시,27160,43150,3048127502,,,True
10,경기,볼링,41,정종애,가동 (주)운정몬스터(하지석동),149,(주)운정몬스터,1,경기도 파주시 하늘채길 1,파주시,10867,41480,7318101873,,,True
3,서울,기타종목,11,정택승,2층 201호 뉴웨이브 주짓수(양재동),150,뉴웨이브 주짓수 양재,1,서울특별시 서초구 동산로 14,서초구,6787,11650,4071094407,강좌,0269590715,True
71,경기,승마,41,김해진,(주)월드승마학교(월곶동),151,(주)월드승마학교,1,경기도 시흥시 달월길 37,시흥시,15006,41390,4928101376,,,True
20,충남,축구,44,부영태,(신방동),152,(주)위너비에이치,1,충청남도 천안시 동남구 천안천변길 79-15,천안시,31178,44130,8308801903,,,True
3,부산,기타종목,26,김세화,주)비알뇌교육 화명지점 2층(화명동),153,(주)비알뇌교육 화명지점,27446,부산광역시 북구 용당로15번길 11,북구,46527,26320,3128124355,강좌,0513357270,True
22,대구,태권도,27,이홍석,위너4 5층 건강나무열매태권도(국우동),154,건강나무열매(줄기관)태권도장,1,대구광역시 북구 도남중앙로7길 20-3,북구,41408,27230,5689701562,강좌,,True
25,서울,헬스,11,주문철,라비앙프라자 지하1층 에이블짐(불광동),155,(주)에이블짐 불광점,1,서울특별시 은평구 불광로 60,은평구,3365,11380,2158548618,강좌,0269491002,True
3,경기,기타종목,41,김세화,6층 뇌교육(주엽동),156,(주)비알뇌교육일산지점,27428,경기도 고양시 일산서구 주화로 88,고양시,10387,41280,3128124355,강좌,0319151239,True
12,경기,수영,41,백성욱,1층 IPOOL(매탄동),157,(주)아이풀 영통지점,1,경기도 수원시 영통구 영통로323번길 6,수원시,16676,41110,3388500917,강좌,0312131901,True
3,대구,기타종목,27,신영미,11층 동아쇼핑문화센터(덕산동),158,(주)씨에이이 동아쇼핑점,2,대구광역시 중구 달구벌대로 2085,중구,41936,27110,3568500972,강좌,0532513500,True
20,강원,축구,51,박신경,smc축구,159,(주)에스엠씨유소년축구교실,1,강원도 원주시 판부면 남원로 288-6,원주시,26401,51130,7548800293,강좌,0338130079,True
12,경기,수영,41,백성욱,세란메디 지하1층 아이풀(능동),160,(주)아이풀 동탄지점,1,경기도 화성시 10용사로 349-7,화성시,18429,41590,1358553800,강좌,03180153515,True
